Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1061515,-,-,-,35.69,-80.14,-5,229,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2002,1,1,0,30,0,0,0,-7,-2,990,68.44,354.90000000000003,0.8,0.133
2002,1,1,1,30,0,0,0,-7,-3,990,69.06,4.2,0.9,0.133
2002,1,1,2,30,0,0,0,-8,-3,990,66.36,11.600000000000001,0.9,0.133
2002,1,1,3,30,0,0,0,-8,-4,990,68.74,14.200000000000001,0.8,0.133
2002,1,1,4,30,0,0,0,-9,-4,990,66.29,13.700000000000001,0.8,0.133
2002,1,1,5,30,0,0,0,-9,-5,990,69.67,9.700000000000001,0.8,0.133
2002,1,1,6,30,0,0,0,-9,-5,990,68.59,8.3,0.8,0.133
2002,1,1,7,30,0,0,0,-9,-4,990,63.29,7.1000000000000005,1.2000000000000002,0.133
2002,1,1,8,30,613,42,142,-10,-2,990,52.56,12.600000000000001,1.6,0.133
2002,1,1,9,30,807,62,316,-11,0,990,42.480000000000004,22.200000000000003,1.6,0.133
2002,1,1,10,30,891,73,455,-11,0,990,41.58,20.400000000000002,1.3,0.133
2002,1,1,11,30,931,78,543,-11,1,990,35.730000000000004,11.4,1.2000000000000002,0.133
2002,1,1,12,30,943,78,569,-11,2,990,32.76,1.6,1.1,0.133
2002,1,1,13,30,932,75,531,-12,3,990,31.86,355.1,1.1,0.133
2002,1,1,14,30,888,69,433,-12,3,990,31.11,353.1,1,0.133
