SiteID,2073909,Site Timezone,-5,Data Timezone,-5,Longitude,-80.5454711914,Latitude,35.9656028748
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind speed at 120m (m/s),wind direction at 100m (deg),wind direction at 120m (deg),air temperature at 100m (C),air temperature at 120m (C),surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa)
2009,1,1,0,30,4.68,5.05,355.29,353.97,-3.36,-3.54,100100,98830,97590
2009,1,1,1,30,4.8100000000000005,5.23,323.82,326.15000000000003,-3.58,-3.77,100170,98900,97660
2009,1,1,2,30,7.57,7.87,336.12,337.23,-3.93,-4.12,100200,98920,97680
2009,1,1,3,30,7.45,7.73,357.21,357.15000000000003,-4.23,-4.41,100180,98910,97670
2009,1,1,4,30,7.74,8.27,349.83,350.26,-4.5200000000000005,-4.7,100220,98940,97700
2009,1,1,5,30,7.05,7.65,350.46,350.78000000000003,-4.66,-4.8100000000000005,100230,98950,97700
2009,1,1,6,30,4.62,5.33,9.290000000000001,7.49,-4.73,-4.83,100240,98960,97720
2009,1,1,7,30,4.83,5.28,16.06,12.48,-4.55,-4.67,100280,99000,97760
2009,1,1,8,30,4.25,4.69,8.1,7.26,-4.53,-4.63,100320,99040,97800
2009,1,1,9,30,2.43,2.48,30.41,30.330000000000002,-3.94,-4.12,100330,99050,97810
2009,1,1,10,30,1.44,1.48,70.71000000000001,71.68,-2.81,-2.99,100310,99040,97810
2009,1,1,11,30,1.84,1.87,118.36,118.46000000000001,-1.56,-1.76,100270,99010,97780
2009,1,1,12,30,1.57,1.59,120.60000000000001,120.88,-0.62,-0.81,100240,98980,97750
2009,1,1,13,30,1.41,1.46,122.94,123.60000000000001,0.19,0,100210,98950,97730
2009,1,1,14,30,1.9100000000000001,1.94,136.93,137.44,0.8200000000000001,0.62,100160,98900,97680
2009,1,1,15,30,2.5300000000000002,2.5500000000000003,157.41,157.32,1.11,0.92,100110,98860,97640
2009,1,1,16,30,3.27,3.2600000000000002,162.06,162.39000000000001,1,0.8200000000000001,100050,98800,97580
2009,1,1,17,30,2.91,3.06,162.9,166.08,0.97,0.81,100040,98780,97570
2009,1,1,18,30,3.19,3.45,175.70000000000002,176.64000000000001,0.92,0.86,100020,98770,97550
2009,1,1,19,30,4.19,4.48,191.81,194.68,0.3,0.45,100000,98740,97520
2009,1,1,20,30,7.03,7.41,187.51,188.26,0.06,0.24,99940,98680,97460
2009,1,1,21,30,8.120000000000001,8.48,186.04,187.06,-0.04,0.16,99910,98650,97430
2009,1,1,22,30,8.53,9.24,193.24,193.3,-0.63,-0.33,99860,98600,97380
2009,1,1,23,30,8.35,9.34,198.25,199.06,-1.16,-0.79,99790,98520,97300
2009,1,2,0,30,7.21,8.31,200.69,201.83,-1.3900000000000001,-1.09,99740,98480,97260
2009,1,2,1,30,7.71,8.36,209.18,209.5,-1.77,-1.5,99700,98430,97210
2009,1,2,2,30,7.140000000000001,8.11,209.24,208.85,-1.79,-1.41,99660,98390,97180
2009,1,2,3,30,6.4,7.25,208.97,211.56,-2.14,-1.95,99610,98340,97120
2009,1,2,4,30,5.83,6.67,208.69,213.46,-2.06,-1.81,99570,98310,97090
2009,1,2,5,30,5.22,6.19,217.85,220.28,-1.72,-1.48,99550,98290,97070
2009,1,2,6,30,6.33,7.38,209.96,214.79,-1.68,-1.3900000000000001,99500,98240,97020
2009,1,2,7,30,5.25,5.87,218.68,220.23000000000002,-0.9500000000000001,-0.91,99480,98220,97010
2009,1,2,8,30,5.69,6.3500000000000005,217.63,218.8,-0.09,-0.08,99450,98200,96990
2009,1,2,9,30,5.51,6.12,219.6,220.51,0.66,0.6,99400,98150,96950
2009,1,2,10,30,3.86,4.8100000000000005,220.54,224.31,1.09,0.97,99340,98100,96900
2009,1,2,11,30,4.08,4.21,218.32,219.65,2.25,2.09,99240,98000,96800
2009,1,2,12,30,5.14,5.24,226.69,227.47,3.97,3.79,99140,97920,96730
2009,1,2,13,30,5.55,5.65,218.8,219.78,5.24,5.0600000000000005,99080,97870,96680
2009,1,2,14,30,6.48,6.55,218.96,219.77,5.98,5.8,99040,97820,96640
2009,1,2,15,30,6.2,6.47,221.53,222.33,6.3100000000000005,6.140000000000001,99010,97800,96620
2009,1,2,16,30,7.33,7.71,216.70000000000002,219.27,6.05,5.97,99010,97790,96610
2009,1,2,17,30,9.42,9.81,226.97,229.18,5.44,5.61,99010,97790,96610
2009,1,2,18,30,8.47,8.91,230.65,235.37,4.49,4.94,99030,97800,96620
2009,1,2,19,30,7.66,7.95,239.75,243.20000000000002,4.37,4.87,99080,97840,96660
2009,1,2,20,30,5.47,6.17,248.12,251.56,3.48,4.19,99110,97870,96690
2009,1,2,21,30,3.24,3.83,253.4,256.18,3.62,4.3,99150,97910,96730
2009,1,2,22,30,3.08,3.24,249.48000000000002,254.52,5.3,6.15,99160,97930,96750
2009,1,2,23,30,2.07,2.38,241.31,246.72,3.49,4.3,99160,97920,96740
2009,1,3,0,30,1.69,2.08,245.96,261.54,4.12,5.13,99170,97930,96750
2009,1,3,1,30,2.0100000000000002,2.79,287.38,286.74,4.47,5.78,99190,97940,96770
2009,1,3,2,30,0.52,0.9500000000000001,200.48000000000002,281.73,2.41,3.4,99230,97990,96800
2009,1,3,3,30,1.21,1.32,42.09,26.32,4.2700000000000005,4.76,99240,98000,96820
2009,1,3,4,30,0.23,0.41000000000000003,70.96000000000001,53.550000000000004,5.91,6.51,99260,98020,96850
2009,1,3,5,30,0.42,0.61,343.98,56.51,5.39,6.2700000000000005,99300,98060,96880
2009,1,3,6,30,0.84,0.96,356.97,15.31,4.0600000000000005,5.12,99330,98080,96900
2009,1,3,7,30,0.71,0.58,295.97,298.7,3.14,4.23,99380,98130,96940
