Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1114861,-,-,-,35.25,-77.98,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2002,1,1,0,30,0,0,0,-3,0,1010,74.95,61,0.9,0.134
2002,1,1,1,30,0,0,0,-3,0,1010,75.17,58,1,0.134
2002,1,1,2,30,0,0,0,-3,0,1010,75.14,48.900000000000006,1,0.134
2002,1,1,3,30,0,0,0,-4,-1,1010,79.32000000000001,33.6,1.2000000000000002,0.134
2002,1,1,4,30,0,0,0,-4,-2,1010,82.91,19,1.6,0.134
2002,1,1,5,30,0,0,0,-4,-2,1010,80.4,15.5,2.6,0.134
2002,1,1,6,30,0,0,0,-5,-2,1010,76.27,13.700000000000001,3.4000000000000004,0.134
2002,1,1,7,30,0,0,0,-6,-2,1010,65.31,10.8,4.1000000000000005,0.134
2002,1,1,8,30,582,52,164,-8,-1,1010,53.94,12.9,4.800000000000001,0.134
2002,1,1,9,30,780,71,335,-9,0,1010,48.82,21.8,4.800000000000001,0.134
2002,1,1,10,30,875,78,471,-9,1,1010,45.75,21.5,4.3,0.134
2002,1,1,11,30,914,83,551,-9,3,1010,40.21,15.200000000000001,3.8000000000000003,0.134
2002,1,1,12,30,921,84,568,-8,4,1010,38.33,7.4,3.5,0.134
2002,1,1,13,30,905,80,522,-8,4,1010,38.410000000000004,1.4000000000000001,3.3000000000000003,0.134
2002,1,1,14,30,854,73,416,-9,4,1010,37.77,357.6,3,0.134
2002,1,1,15,30,744,59,261,-9,2,1010,39.800000000000004,357.70000000000005,2.2,0.134
2002,1,1,16,30,474,34,85,-7,0,1010,57.01,2.2,1.4000000000000001,0.134
2002,1,1,17,30,0,0,0,-7,-1,1010,61.24,7.300000000000001,1.4000000000000001,0.134
2002,1,1,18,30,0,0,0,-8,-2,1010,63.03,14.200000000000001,1.5,0.134
2002,1,1,19,30,0,0,0,-8,-2,1010,60.85,22.200000000000003,1.5,0.134
2002,1,1,20,30,0,0,0,-8,-3,1010,63.72,28,1.4000000000000001,0.134
2002,1,1,21,30,0,0,0,-9,-4,1010,66.8,32,1.4000000000000001,0.134
2002,1,1,22,30,0,0,0,-9,-4,1020,65.05,32.4,1.5,0.134
2002,1,1,23,30,0,0,0,-9,-4,1020,59.2,34.300000000000004,1.8,0.134
2002,1,2,0,30,0,0,0,-10,-3,1020,58.26,35.1,2.2,0.134
2002,1,2,1,30,0,0,0,-10,-3,1020,57.78,29.900000000000002,2.4000000000000004,0.134
2002,1,2,2,30,0,0,0,-10,-3,1020,56.54,27.8,2.5,0.134
2002,1,2,3,30,0,0,0,-10,-3,1020,58.07,23.1,2.5,0.134
2002,1,2,4,30,0,0,0,-10,-3,1020,57.03,31.400000000000002,2.8000000000000003,0.134
2002,1,2,5,30,0,0,0,-10,-3,1020,58.2,29.200000000000003,2.8000000000000003,0.134
2002,1,2,6,30,0,0,0,-9,-3,1020,60.050000000000004,28.200000000000003,2.9000000000000004,0.134
2002,1,2,7,30,0,0,0,-9,-2,1020,56.88,29.5,2.9000000000000004,0.134
2002,1,2,8,30,418,55,135,-9,-1,1020,54.29,20,3,0.134
2002,1,2,9,30,81,139,167,-8,-1,1020,55.480000000000004,30.700000000000003,3.3000000000000003,0.134
2002,1,2,10,30,74,192,225,-8,0,1020,53.300000000000004,38.5,3.4000000000000004,0.134
2002,1,2,11,30,0,124,124,-8,0,1020,54.69,39.800000000000004,3.3000000000000003,0.134
2002,1,2,12,30,12,190,197,-7,0,1020,55.26,47.7,3.3000000000000003,0.134
2002,1,2,13,30,84,215,256,-7,1,1010,51.980000000000004,41.900000000000006,3.3000000000000003,0.134
2002,1,2,14,30,0,130,130,-7,0,1010,56.24,41.5,3.2,0.134
2002,1,2,15,30,1,97,98,-7,0,1010,57.230000000000004,38,2.8000000000000003,0.134
2002,1,2,16,30,0,14,14,-6,0,1010,61.35,35.4,2.4000000000000004,0.134
2002,1,2,17,30,0,0,0,-5,-1,1010,70.11,30.700000000000003,2.5,0.134
2002,1,2,18,30,0,0,0,-5,-1,1010,71.77,23.5,2.9000000000000004,0.134
2002,1,2,19,30,0,0,0,-4,-2,1010,74.95,16.8,3.2,0.866
2002,1,2,20,30,0,0,0,-4,-2,1010,83.44,16.7,3.4000000000000004,0.866
2002,1,2,21,30,0,0,0,-4,-2,1010,84.45,17.5,3.8000000000000003,0.866
2002,1,2,22,30,0,0,0,-4,-2,1010,84.81,15,4.2,0.866
2002,1,2,23,30,0,0,0,-4,-2,1010,85.2,12.600000000000001,4.5,0.866
2002,1,3,0,30,0,0,0,-4,-2,1010,85.46000000000001,13.100000000000001,4.800000000000001,0.866
2002,1,3,1,30,0,0,0,-4,-2,1000,85.89,12.8,5.1000000000000005,0.866
2002,1,3,2,30,0,0,0,-4,-2,1000,86.12,10.600000000000001,5.300000000000001,0.866
2002,1,3,3,30,0,0,0,-3,-2,1000,86.33,6.5,5.6000000000000005,0.866
2002,1,3,4,30,0,0,0,-3,-2,1000,86.62,11.100000000000001,5.9,0.866
2002,1,3,5,30,0,0,0,-3,-2,1000,87.10000000000001,13.9,6.1000000000000005,0.866
2002,1,3,6,30,0,0,0,-3,-2,1000,87.7,12.9,5.9,0.866
2002,1,3,7,30,0,0,0,-3,-2,1000,81.85000000000001,8.8,5.800000000000001,0.866
2002,1,3,8,30,482,65,157,-3,-1,1000,82.46000000000001,9.8,6,0.866
2002,1,3,9,30,684,95,327,-3,0,1000,78.46000000000001,13.600000000000001,6.1000000000000005,0.866
2002,1,3,10,30,767,117,462,-2,0,1000,81.46000000000001,13.8,5.9,0.866
2002,1,3,11,30,0,136,136,-2,0,1000,85.07000000000001,10.3,5.5,0.866
2002,1,3,12,30,3,172,174,-1,0,1000,87.72,7.800000000000001,5.2,0.866
2002,1,3,13,30,0,50,50,-1,0,1000,89.10000000000001,4.3,5.1000000000000005,0.866
2002,1,3,14,30,22,155,165,-1,0,1000,89.81,358.40000000000003,4.9,0.866
