SiteID,2208376,Site Timezone,-5,Data Timezone,-5,Longitude,-77.9873657227,Latitude,35.2429504395
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind speed at 120m (m/s),wind direction at 100m (deg),wind direction at 120m (deg),air temperature at 100m (C),air temperature at 120m (C),surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa)
2008,1,1,0,30,7.43,7.72,177.8,179.65,12.11,12.34,101290,100060,98880
2008,1,1,1,30,7.8,8.19,184.88,185.71,12.46,12.790000000000001,101250,100020,98850
2008,1,1,2,30,8.26,8.58,189.03,190.31,12.82,13.06,101200,99980,98810
2008,1,1,3,30,7.58,7.95,196.52,198.03,12.6,12.91,101130,99910,98740
2008,1,1,4,30,9.06,9.64,215.5,215.29,11.86,12.41,101090,99870,98700
2008,1,1,5,30,9.76,9.86,227.04,227.51,11.200000000000001,11.64,101080,99850,98670
2008,1,1,6,30,10.52,11.290000000000001,249.01000000000002,249.08,10.21,10.89,101040,99810,98630
2008,1,1,7,30,11.09,11.42,251.32,251.45000000000002,10.27,10.86,101010,99770,98590
2008,1,1,8,30,9.76,10.86,262.08,262.89,7.8,8.23,101000,99770,98580
2008,1,1,9,30,7.47,7.98,260.15,260.96,7.97,7.88,101010,99780,98580
2008,1,1,10,30,7.41,7.57,274.27,274.47,8.51,8.33,100980,99750,98560
2008,1,1,11,30,7.46,7.58,277.19,277.49,9.34,9.15,100930,99710,98520
2008,1,1,12,30,7.45,7.6000000000000005,280.46,280.76,10.19,10,100920,99700,98510
2008,1,1,13,30,8,8.18,280.18,280.41,10.33,10.120000000000001,100940,99720,98530
2008,1,1,14,30,9.700000000000001,9.93,277.02,277.24,10.290000000000001,10.09,100930,99710,98520
2008,1,1,15,30,10.96,11.23,281.40000000000003,281.51,9.66,9.48,100930,99710,98520
2008,1,1,16,30,11.09,11.700000000000001,281.93,282.40000000000003,8.61,8.45,101020,99790,98600
2008,1,1,17,30,10.34,11.040000000000001,300.56,300.28000000000003,7.44,7.32,101100,99860,98670
2008,1,1,18,30,9.28,10.16,279.82,280.87,6.61,6.48,101170,99930,98730
2008,1,1,19,30,11.77,12.8,292.32,292.83,5.71,5.62,101210,99960,98750
2008,1,1,20,30,11.450000000000001,12.5,291.52,291.99,4.47,4.37,101260,100010,98800
2008,1,1,21,30,11.870000000000001,12.8,292.45,293.09000000000003,3.45,3.33,101300,100040,98820
2008,1,1,22,30,11.11,11.96,295.83,296.74,2.54,2.42,101310,100050,98830
2008,1,1,23,30,11.8,12.8,300.66,301.22,1.48,1.34,101320,100050,98830
2008,1,2,0,30,9.92,10.86,306.27,307.53000000000003,0.79,0.65,101290,100020,98790
2008,1,2,1,30,8,8.67,295.06,296.76,0.14,0.02,101320,100050,98820
2008,1,2,2,30,8.44,9.35,283.27,285.21,-0.67,-0.77,101320,100050,98810
2008,1,2,3,30,9.65,10.5,283.37,284.90000000000003,-1.1400000000000001,-1.3,101350,100070,98830
2008,1,2,4,30,11.24,11.84,293.52,293.65000000000003,-1.51,-1.67,101400,100120,98880
2008,1,2,5,30,9.01,9.46,287.64,287.53000000000003,-2.05,-2.22,101430,100140,98900
2008,1,2,6,30,7.32,7.65,278.86,278.77,-2.3000000000000003,-2.47,101460,100170,98930
2008,1,2,7,30,10.01,10.41,286.7,286.84000000000003,-2.67,-2.86,101500,100210,98960
2008,1,2,8,30,10.89,11.19,290.54,290.74,-2.99,-3.19,101540,100250,99000
2008,1,2,9,30,10.88,11.16,297.24,297.37,-2.81,-3.02,101590,100300,99050
2008,1,2,10,30,10.61,10.870000000000001,299.63,299.74,-2.4,-2.61,101580,100300,99050
2008,1,2,11,30,10.700000000000001,10.950000000000001,308.48,308.54,-1.8800000000000001,-2.09,101570,100290,99040
2008,1,2,12,30,10.950000000000001,11.21,311.64,311.66,-1.3,-1.51,101610,100330,99090
2008,1,2,13,30,10.72,11,311.36,311.49,-0.47000000000000003,-0.6900000000000001,101640,100370,99130
2008,1,2,14,30,10.5,10.77,312.31,312.39,0.19,-0.02,101670,100400,99160
2008,1,2,15,30,10.92,11.23,315.84000000000003,315.87,0.74,0.54,101720,100450,99210
2008,1,2,16,30,10.3,10.870000000000001,314.27,314.52,0.87,0.7000000000000001,101810,100540,99300
2008,1,2,17,30,10.870000000000001,11.790000000000001,303.73,304.96,0.42,0.32,101950,100670,99430
2008,1,2,18,30,11.96,12.8,305.93,306.79,-0.04,-0.16,102060,100780,99540
2008,1,2,19,30,12.85,13.68,316.58,317.19,-0.63,-0.77,102180,100890,99650
2008,1,2,20,30,11.8,12.52,319.57,320.08,-1.2,-1.36,102300,101010,99760
2008,1,2,21,30,13.56,14.22,326.88,327.27,-1.55,-1.71,102420,101120,99870
2008,1,2,22,30,11.61,12.22,327.85,328.25,-1.9000000000000001,-2.06,102480,101180,99930
2008,1,2,23,30,11.58,12.17,330.87,331.29,-2.11,-2.2800000000000002,102530,101240,99980
2008,1,3,0,30,10.83,11.33,335.06,335.54,-2.3000000000000003,-2.46,102620,101320,100060
2008,1,3,1,30,9.88,10.35,341.33,341.75,-2.49,-2.67,102710,101410,100140
2008,1,3,2,30,9.85,10.38,346.52,346.83,-2.86,-3.0500000000000003,102790,101490,100220
2008,1,3,3,30,12.35,12.85,350.37,350.47,-3.35,-3.54,102890,101580,100310
2008,1,3,4,30,10.74,11.200000000000001,349.27,349.40000000000003,-3.72,-3.91,102980,101670,100400
2008,1,3,5,30,10.38,10.75,352.28000000000003,352.45,-4.0200000000000005,-4.21,103090,101780,100500
2008,1,3,6,30,10.370000000000001,10.73,353.12,353.31,-4.2,-4.39,103210,101890,100610
2008,1,3,7,30,9.96,10.28,353.06,353.3,-4.42,-4.61,103280,101960,100680
2008,1,3,8,30,10.370000000000001,10.64,356.86,357.04,-4.48,-4.67,103320,102000,100720
2008,1,3,9,30,9.620000000000001,9.84,0.25,0.36,-4.15,-4.3500000000000005,103370,102050,100780
2008,1,3,10,30,9.35,9.57,2.45,2.56,-3.5100000000000002,-3.72,103360,102040,100770
2008,1,3,11,30,8.69,8.89,0.9400000000000001,0.9400000000000001,-2.88,-3.09,103340,102030,100760
2008,1,3,12,30,8.35,8.55,358.14,358.13,-2.07,-2.2800000000000002,103340,102030,100760
2008,1,3,13,30,7.46,7.63,357.2,357.17,-1.68,-1.8900000000000001,103290,101990,100720
2008,1,3,14,30,6.83,6.99,354.85,354.8,-1.3,-1.5,103280,101980,100710
2008,1,3,15,30,6.42,6.57,354.84000000000003,354.79,-1.11,-1.31,103270,101970,100710
2008,1,3,16,30,6.24,6.5,352.16,352.28000000000003,-1.21,-1.3900000000000001,103330,102030,100770
2008,1,3,17,30,7.03,7.21,349.38,349.63,-1.32,-1.48,103400,102100,100830
2008,1,3,18,30,6.73,6.92,346.87,347.29,-1.4000000000000001,-1.56,103440,102130,100860
