,latitude,longitude,area_sq_km,capacity_mw,capacity_factor,wind_speed_150meters,landfall_distance_to_transmission_km,bathymetry_meters,distance_to_coast_km
14371,29.125999999999998,-93.529,108.8559,578.5283801020408,0.3329107165336609,7.511277198791504,24.99505842847272,-19.606889724731445,71.1671875
14372,29.124000000000002,-93.416,110.1681,585.5022321428571,0.3320817351341247,7.498713493347168,31.15608439951713,-19.69884490966797,73.842671875
14373,29.121,-93.303,98.8524,525.3635204081631,0.331189215183258,7.486451625823975,17.772123368838194,-19.836200714111328,73.926484375
14374,29.118000000000002,-93.19,41.5692,220.9247448979592,0.3297412991523742,7.469608783721924,41.718064914856576,-20.510717391967773,69.1352890625
14375,29.116,-93.07600000000001,105.9642,563.1600765306123,0.3290894031524658,7.459749698638916,41.718064914856576,-20.738725662231445,66.238484375
14376,29.113000000000003,-92.963,107.5842,571.7697704081631,0.3282507359981537,7.451566219329834,41.718064914856576,-21.141845703125,62.45741796875
14377,29.11,-92.85,109.0584,579.6045918367346,0.3275338113307953,7.440892219543457,41.718064914856576,-21.7979793548584,59.048015625
14378,29.107,-92.73700000000001,110.9619,589.7209821428571,0.3267697989940643,7.42853307723999,66.42393503412562,-22.32199478149414,56.45807421875
14379,29.103,-92.624,106.6527,566.8191964285712,0.3257946670055389,7.411694526672362,66.42393503412562,-21.950557708740234,54.30434375
14380,29.1,-92.51100000000001,104.1336,553.4311224489795,0.3249545097351074,7.399731159210205,66.42393503412562,-20.883399963378906,52.7307421875
14381,29.096999999999998,-92.397,109.0422,579.5184948979589,0.3242332637310028,7.389479637145996,66.42393503412562,-19.602510452270508,51.16300390625
14382,29.093000000000004,-92.28399999999999,96.5844,513.3099489795917,0.3235074877738952,7.3789024353027335,66.42393503412562,-17.722408294677734,51.09097265625
14383,29.089000000000002,-92.171,92.7369,492.8619260204081,0.322416752576828,7.364218711853027,66.42393503412562,-15.323347091674805,51.70212890625
14384,29.086,-92.05799999999999,110.3544,586.4923469387754,0.3212400078773498,7.3462042808532715,93.02044799413893,-14.24933910369873,50.30299609375
14385,29.081999999999997,-91.945,109.4634,581.7570153061224,0.3197975158691406,7.325231075286865,93.02044799413893,-12.752775192260742,47.56565234375
14386,29.078000000000003,-91.83200000000001,105.9966,563.3322704081633,0.318656325340271,7.310801029205322,93.02044799413893,-10.542716979980467,47.0260078125
14387,29.074,-91.719,93.4173,496.47799744897947,0.3176587224006653,7.2992000579833975,93.02044799413893,-6.756438255310059,44.52344140625
14388,29.069000000000003,-91.60600000000001,95.7906,509.09119897959175,0.3164027333259582,7.289877891540527,32.485344135470164,-6.797310829162598,37.14797265625
14389,29.065,-91.493,92.4858,491.52742346938766,0.3145879507064819,7.272454261779785,52.55333762357739,-7.585041046142577,30.028611328125
14390,29.061,-91.38,108.9774,579.174107142857,0.3116499185562134,7.2414302825927725,50.500331137193506,-6.180689811706543,24.65238671875
14391,29.055999999999997,-91.26700000000001,101.6469,540.2152423469387,0.3082262873649597,7.20162296295166,50.500331137193506,-4.42250394821167,21.66598828125
14392,29.051,-91.154,108.1188,574.6109693877552,0.3051739633083343,7.1700119972229,41.75379218062689,-3.1863200664520264,17.728982421875
14393,29.046999999999997,-91.041,66.71159999999999,354.5471938775509,0.3027110397815704,7.150355815887451,41.75379218062689,-3.8614618778228764,11.5553701171875
14394,29.041999999999998,-90.928,2.1465,11.4078443877551,0.3021061718463897,7.137547016143799,41.75379218062689,-6.3056602478027335,7.28452685546875
14395,29.037,-90.815,1.0287,5.4671556122448965,0.2955478727817535,7.08251953125,35.576227253015844,0.913385808467865,5.46107275390625
14396,29.031999999999996,-90.70200000000001,14.3613,76.32493622448979,0.2997969686985016,7.119667530059815,32.61262335608374,-6.118443489074707,6.9872275390625
14397,29.026,-90.589,42.1281,223.89508928571428,0.2994660437107086,7.1143550872802725,32.61262335608374,-6.4283790588378915,9.079587890625
14398,29.021,-90.476,35.93969999999999,191.0060586734693,0.2989343702793121,7.105215072631836,32.61262335608374,-9.05070972442627,7.983345703125
14399,29.016,-90.363,37.9647,201.7681760204081,0.2967854142189026,7.0832672119140625,5.5,-11.521015167236328,8.2445166015625
14400,29.01,-90.25,49.41,262.5956632653061,0.2946719825267792,7.061188697814941,5.5,-13.177704811096193,10.2091748046875
