,latitude,longitude,area_sq_km,capacity_mw,capacity_factor,wind_speed_150meters,landfall_distance_to_transmission_km,bathymetry_meters,distance_to_coast_km
5200,39.218,-71.336,67.22999999999999,236.72001757706863,0.4648192524909973,9.65745449066162,7.660142853498728,-2657.653076171875,212.6115625
5201,39.194,-71.209,73.548,258.9659951325041,0.46590840816497797,9.669240951538086,5.5,-2703.88037109375,219.06371875
5202,39.171,-71.083,90.2178,317.6611512979989,0.4668146669864654,9.679372787475586,54.67295449327725,-2720.22705078125,226.484203125
5203,39.148,-70.957,83.7783,294.98736648188213,0.4675400853157043,9.6898193359375,54.67295449327725,-2742.1455078125,233.954546875
5204,39.124,-70.832,87.0426,306.48112155219036,0.4685856997966766,9.703871726989746,54.67295449327725,-2766.185546875,241.482953125
5205,39.1,-70.706,89.9748,316.805536776636,0.4693507552146911,9.715353012084961,54.67295449327725,-2794.11669921875,248.774703125
5206,39.077,-70.58,71.3124,251.09434153596538,0.4702027440071106,9.728589057922363,54.67295449327725,-2804.430419921875,255.48471875
5207,39.053000000000004,-70.455,51.2163,180.3350206192536,0.4714957475662231,9.74567699432373,54.67295449327725,-2815.189208984375,260.5968125
5208,39.029,-70.329,66.825,235.29399337479717,0.472665935754776,9.761808395385742,54.67295449327725,-2796.379150390625,261.31390625
5209,39.004,-70.204,66.987,235.86440305570576,0.4738708436489105,9.782843589782717,54.67295449327725,-2787.015625,264.5190625
5210,38.98,-70.079,8.764199999999999,30.85916373715521,0.4745169878005981,9.794492721557617,34.43181166528743,-2790.54248046875,267.6259375
5211,38.955999999999996,-69.953,42.7356,150.47407382368846,0.4761145710945129,9.8258056640625,34.43181166528743,-2846.19189453125,268.98565625
5212,38.931,-69.828,67.6755,238.2886441995673,0.4769648611545563,9.836037635803224,34.43181166528743,-2937.588623046875,272.787875
5213,38.907,-69.703,71.7822,252.7485296106004,0.4782482385635376,9.85779094696045,34.43181166528743,-3048.5751953125,277.02015625
5214,38.882,-69.578,87.23700000000001,307.1656131692807,0.4794150590896606,9.877907752990724,34.43181166528743,-3122.612060546875,280.4745
5215,38.857,-69.454,90.3555,318.1459995267712,0.4805318117141723,9.897967338562012,34.43181166528743,-3171.80712890625,284.85021875
5216,38.832,-69.329,90.3717,318.20304049486214,0.4810833930969238,9.914546012878418,34.43181166528743,-3217.331298828125,289.70109375
5217,38.806999999999995,-69.204,90.3717,318.20304049486214,0.4815607666969299,9.929100036621094,34.43181166528743,-3256.195068359375,294.85165625
5218,38.782,-69.08,95.0859,334.8019622093023,0.4823485016822815,9.952322006225586,34.43181166528743,-3320.39501953125,300.0525625
5219,38.756,-68.955,103.68,365.06219578150353,0.4828213453292846,9.961788177490234,34.43181166528743,-3331.338134765625,305.11909375
5220,38.731,-68.831,86.0868,303.11570443482964,0.4832507669925689,9.972176551818848,34.43181166528743,-3398.630859375,310.75871875
5221,38.705,-68.707,101.8494,358.6165663872364,0.4837482869625091,9.987640380859377,34.43181166528743,-3499.4912109375,316.41109375
5222,38.68,-68.582,98.0505,345.2404593699297,0.4838505089282989,9.99740982055664,34.43181166528743,-3604.620849609375,322.17025
5223,38.654,-68.458,86.4594,304.42764670091935,0.4841008186340332,10.005499839782717,34.43181166528743,-3734.854736328125,328.85825
5224,38.628,-68.334,64.881,228.449077203894,0.4845665991306305,10.01909637451172,29.24534413547017,-3884.26123046875,335.95759375
5225,38.602,-68.211,67.8213,238.8020129123851,0.4848452508449554,10.030325889587402,29.24534413547017,-4002.534423828125,342.70240625
5226,38.576,-68.087,87.1884,306.99449026500815,0.4854836463928222,10.03986930847168,29.24534413547017,-4078.021240234375,350.05890625
5227,38.55,-67.96300000000001,100.4886,353.82512506760406,0.4856463670730591,10.048199653625488,29.24534413547017,-4144.841796875,357.57740625
5228,38.523,-67.84,102.0843,359.44366042455385,0.4863434731960296,10.058005332946776,29.24534413547017,-4195.5087890625,363.85403125
