Tract,CountyFips,BldgSchemesId,Tract6,TractArea,Length,NumAggrBocks,CenLat,CenLongit,ESRI_OID,Tract_1,f10yr,f20yr,f50yr,f100yr,f200yr,f500yr,f1000yr
37077970601,37077,NC1,970601,135.4805908,380.0354919,111,36.161836999999998,-78.604868999999994,801,37077970601,43.4000015,54.0000000,67.9000015,76.0000000,83.5999985,92.5000000,98.5000000
37077970603,37077,NC1,970603,68.3164673,277.1694946,212,36.110441999999999,-78.703986000000000,490,37077970603,43.2000008,53.7999992,67.8000031,76.0999985,83.5999985,92.5999985,98.6999969
37077970701,37077,NC1,970701,187.8080139,510.0845947,200,36.239154999999997,-78.745368999999997,385,37077970701,41.7000008,52.2999992,66.3000031,74.5999985,82.0000000,91.0999985,97.4000015
37077970702,37077,NC1,970702,8.1827497,90.2010880,83,36.141891000000001,-78.746942000000004,985,37077970702,42.5999985,53.2000008,67.3000031,75.5000000,83.0999985,92.0999985,98.3000031
37079950101,37079,NC1,950101,209.2110291,657.2744141,174,35.565700000000000,-77.694817999999998,677,37079950101,55.5999985,67.4000015,83.0999985,91.5999985,98.4000015,106.5999985,112.5999985
37079950102,37079,NC1,950102,161.1766968,486.3952026,103,35.474584999999998,-77.563912999999999,885,37079950102,57.2999992,69.6999969,86.1999969,94.3000031,101.4000015,109.8000031,114.8000031
37079950200,37079,NC1,950200,176.8910522,600.5010986,148,35.467142000000003,-77.776392000000001,50,37079950200,56.0999985,68.1999969,84.0999985,92.6999969,99.5999985,107.9000015,113.9000015
37079950300,37079,NC1,950300,142.6925201,536.3915405,254,35.418759000000001,-77.654334000000006,533,37079950300,57.5000000,69.9000015,86.1999969,94.6999969,101.8000031,110.1999969,115.4000015
37081010200,37081,NC1,010200,3.5112453,47.7029648,102,36.105277999999998,-79.776438999999996,548,37081010200,36.5999985,47.7000008,62.4000015,70.8000031,78.4000015,87.8000031,96.9000015
37081010401,37081,NC1,010401,1.6103506,33.9801483,56,36.089664999999997,-79.804878000000002,984,37081010401,36.5999985,47.7999992,62.5000000,70.6999969,78.5000000,88.1999969,96.8000031
37081010404,37081,NC1,010404,3.1650207,44.6132126,77,36.100409999999997,-79.799467000000007,349,37081010404,36.5000000,47.7000008,62.4000015,70.5999985,78.4000015,88.0000000,96.8000031
37081010500,37081,NC1,010500,2.7860935,56.7221184,96,36.082054999999997,-79.819385999999994,76,37081010500,36.5999985,47.7999992,62.5000000,70.6999969,78.5000000,88.1999969,96.8000031
37081010601,37081,NC1,010601,2.3698666,47.9939995,81,36.067720999999999,-79.838975000000005,460,37081010601,36.5000000,47.7000008,62.5000000,70.6999969,78.5000000,88.1999969,96.6999969
37081010602,37081,NC1,010602,1.8943691,36.1472549,78,36.068213999999998,-79.823091000000005,239,37081010602,36.7000008,47.9000015,62.5999985,70.8000031,78.5999985,88.3000031,96.8000031
37081010702,37081,NC1,010702,1.6799452,28.3250675,60,36.069217999999999,-79.806219999999996,307,37081010702,36.7999992,47.9000015,62.5999985,70.9000015,78.6999969,88.3000031,96.9000015
37081010900,37081,NC1,010900,1.4754629,31.6527863,64,36.082301999999999,-79.781519000000003,515,37081010900,36.7999992,47.9000015,62.5999985,71.0000000,78.5999985,88.0999985,97.0999985
37081011101,37081,NC1,011101,2.8091931,48.5437622,67,36.069004000000000,-79.755225999999993,112,37081011101,37.0999985,48.2000008,62.7999992,71.1999969,78.8000031,88.4000015,97.4000015
37081011102,37081,NC1,011102,3.0416629,60.0594673,73,36.054464000000003,-79.757647000000006,775,37081011102,37.2000008,48.2999992,62.9000015,71.1999969,78.9000015,88.5999985,97.4000015
37081011200,37081,NC1,011200,2.6549127,60.2055016,123,36.064039999999999,-79.776269999999997,657,37081011200,37.0000000,48.0999985,62.7000008,71.0999985,78.6999969,88.4000015,97.1999969
37081011400,37081,NC1,011400,2.6101375,43.8831558,79,36.053885999999999,-79.798175000000001,184,37081011400,37.0000000,48.0999985,62.7999992,71.0999985,78.6999969,88.3000031,97.0000000
37081011500,37081,NC1,011500,1.9854023,32.1464996,71,36.056767999999998,-79.809307000000004,147,37081011500,36.9000015,48.0000000,62.7000008,71.0000000,78.8000031,88.3000031,97.0999985
37081011601,37081,NC1,011601,2.3454020,35.6228867,64,36.053550999999999,-79.823434000000006,125,37081011601,36.7999992,48.0000000,62.7000008,70.9000015,78.6999969,88.1999969,96.9000015
37081011602,37081,NC1,011602,3.1460404,51.3408470,80,36.052886000000001,-79.843576999999996,202,37081011602,36.7000008,47.9000015,62.5999985,70.8000031,78.5000000,88.3000031,97.0000000
37081011904,37081,NC1,011904,3.6122410,34.2059517,37,36.132494000000001,-79.773034999999993,185,37081011904,36.4000015,47.5000000,62.2000008,70.5999985,78.1999969,87.3000031,96.6999969
37081011905,37081,NC1,011905,4.3174086,49.3867531,57,36.132917999999997,-79.754801999999998,378,37081011905,36.5000000,47.5999985,62.2999992,70.5999985,78.3000031,87.4000015,96.3000031
37081012505,37081,NC1,012505,4.9393349,71.8753433,85,36.083083000000002,-79.853296000000000,231,37081012505,36.2999992,47.5000000,62.2999992,70.5000000,78.3000031,87.8000031,97.0000000
37081012508,37081,NC1,012508,4.1774397,61.9307861,98,36.102426999999999,-79.826927999999995,435,37081012508,36.2999992,47.5000000,62.2000008,70.5000000,78.3000031,88.0000000,96.5999985
37081012510,37081,NC1,012510,3.8714819,49.6546745,51,36.119745000000002,-79.855712999999994,459,37081012510,36.0000000,47.2000008,62.0000000,70.0000000,77.9000015,87.5999985,96.5000000
37081012511,37081,NC1,012511,5.0371532,63.6717339,79,36.098176000000002,-79.856506999999993,251,37081012511,36.2000008,47.4000015,62.0999985,70.3000031,78.0999985,87.8000031,96.8000031
37081012604,37081,NC1,012604,4.8160334,75.4414749,107,36.041663000000000,-79.814260000000004,995,37081012604,37.0000000,48.0999985,62.7999992,71.0000000,78.8000031,88.3000031,97.1999969
37081012607,37081,NC1,012607,3.1926289,34.4762421,32,36.043441999999999,-79.883234999999999,346,37081012607,36.5000000,47.7000008,62.5000000,70.5999985,78.4000015,88.1999969,97.3000031
37081012609,37081,NC1,012609,7.5200510,91.8883209,125,36.028379999999999,-79.855851000000001,928,37081012609,36.7999992,48.0000000,62.7000008,70.9000015,78.6999969,88.3000031,97.3000031
37081012610,37081,NC1,012610,2.6907101,45.8576088,62,36.033375999999997,-79.832492000000002,28,37081012610,36.9000015,48.0999985,62.7999992,71.0000000,78.8000031,88.5000000,96.9000015
37081012612,37081,NC1,012612,4.6174498,97.1316376,84,36.016311999999999,-79.816807999999995,921,37081012612,37.2000008,48.2999992,63.0000000,71.1999969,79.0000000,88.5000000,97.4000015
37081012617,37081,NC1,012617,2.1896818,34.3303986,49,36.041373000000000,-79.868585999999993,210,37081012617,36.5999985,47.7999992,62.5999985,70.6999969,78.5000000,88.0999985,97.3000031
37081012703,37081,NC1,012703,5.2367373,57.6666107,94,36.121105999999997,-79.793447000000000,364,37081012703,36.4000015,47.5999985,62.2999992,70.5000000,78.3000031,87.5999985,96.8000031
37081012705,37081,NC1,012705,3.4165125,43.1775322,57,36.100991999999998,-79.745354000000006,326,37081012705,36.9000015,48.0000000,62.5999985,70.9000015,78.5000000,87.9000015,96.9000015
37081012706,37081,NC1,012706,2.5008693,37.4612427,40,36.093395000000001,-79.741733999999994,139,37081012706,37.0000000,48.0000000,62.5999985,71.0000000,78.5999985,88.0000000,96.8000031
37081012803,37081,NC1,012803,33.4346504,201.9069672,195,36.072350999999998,-79.718422000000004,348,37081012803,37.2999992,48.2999992,62.9000015,71.3000031,78.6999969,88.1999969,96.9000015
37081012805,37081,NC1,012805,6.3227968,65.6338806,67,36.032012999999999,-79.764126000000005,837,37081012805,37.4000015,48.5000000,63.0999985,71.4000015,79.0999985,88.8000031,98.0000000
37081013601,37081,NC1,013601,1.5279875,26.4438324,34,35.974933000000000,-79.993431000000001,622,37081013601,36.2999992,47.5000000,62.4000015,70.5000000,78.5999985,89.0000000,97.5999985
37081013800,37081,NC1,013800,3.5500386,66.9994125,127,35.968635999999996,-79.990557999999993,124,37081013800,36.4000015,47.5999985,62.4000015,70.5999985,78.6999969,88.8000031,97.5999985
37081013900,37081,NC1,013900,2.8984427,54.9286118,100,35.959006000000002,-79.987296999999998,884,37081013900,36.5000000,47.7000008,62.4000015,70.6999969,78.8000031,89.0000000,97.6999969
37081014200,37081,NC1,014200,4.2230725,72.4737701,127,35.946437000000003,-79.989147000000003,314,37081014200,36.5999985,47.7999992,62.5000000,70.6999969,78.8000031,89.0999985,97.6999969
37081014406,37081,NC1,014406,4.6501946,43.7456818,37,35.980961999999998,-79.962806000000000,927,37081014406,36.4000015,47.5999985,62.5000000,70.6999969,78.5000000,89.0999985,97.5000000
37081014408,37081,NC1,014408,2.5909197,26.3202438,37,35.933843000000003,-80.042322999999996,537,37081014408,36.2999992,47.5000000,62.2999992,70.5999985,78.5999985,89.3000031,97.3000031
37081014410,37081,NC1,014410,4.5745282,60.9490242,68,35.993915999999999,-80.004893999999993,665,37081014410,36.0999985,47.2999992,62.2000008,70.3000031,78.4000015,88.8000031,97.4000015
37081014411,37081,NC1,014411,3.5171897,47.7252350,49,35.987274999999997,-79.989872000000005,858,37081014411,36.2000008,47.4000015,62.2999992,70.4000015,78.4000015,88.9000015,97.4000015
37081014412,37081,NC1,014412,4.4479914,45.4243965,22,35.995773000000000,-79.970939999999999,227,37081014412,36.2999992,47.5000000,62.4000015,70.5000000,78.4000015,89.0000000,97.5000000
37081014501,37081,NC1,014501,7.5864601,83.0112762,88,35.929698999999999,-80.002163999999993,507,37081014501,36.5999985,47.7999992,62.5999985,70.8000031,78.9000015,89.3000031,97.9000015
37081014503,37081,NC1,014503,4.7373943,50.9983521,57,35.959845999999999,-79.962676999999999,470,37081014503,36.5999985,47.7999992,62.5999985,70.8000031,78.6999969,89.0999985,97.5999985
37081015100,37081,NC1,015100,102.5687943,384.2255554,153,36.213782000000002,-79.612583000000001,350,37081015100,36.5999985,47.7000008,62.2999992,70.6999969,78.0999985,87.5999985,96.0999985
37081015300,37081,NC1,015300,71.6608582,380.7850952,217,36.101731000000001,-79.643636000000001,838,37081015300,37.5000000,48.5000000,63.0999985,71.4000015,78.9000015,88.6999969,96.6999969
37081015401,37081,NC1,015401,33.7641602,185.6290588,113,36.168109000000001,-79.655460000000005,422,37081015401,36.7999992,47.9000015,62.5000000,70.9000015,78.4000015,87.9000015,96.4000015
37081015500,37081,NC1,015500,28.9258060,122.6301575,154,36.168588000000000,-79.748332000000005,962,37081015500,36.2000008,47.2999992,62.0000000,70.4000015,78.0000000,87.4000015,96.0999985
37081015703,37081,NC1,015703,6.1558790,60.3702507,63,36.131106000000003,-79.810856000000001,46,37081015703,36.2000008,47.4000015,62.0999985,70.3000031,78.0999985,87.6999969,96.6999969
37081015705,37081,NC1,015705,4.1829243,45.7441559,50,36.129089999999998,-79.841650000000001,471,37081015705,36.0000000,47.2000008,61.9000015,70.0999985,77.9000015,87.6999969,96.5000000
37081015706,37081,NC1,015706,15.0055494,81.3742752,149,36.161160000000002,-79.799521999999996,243,37081015706,36.0000000,47.2000008,61.9000015,70.0999985,77.8000031,87.4000015,96.1999969
37081015707,37081,NC1,015707,5.1146288,54.0397797,58,36.146763000000000,-79.825301999999994,896,37081015707,35.9000015,47.0999985,61.9000015,70.0999985,77.9000015,87.6999969,96.5000000
37081015800,37081,NC1,015800,60.8899803,305.6740723,160,36.202043000000003,-79.898098000000005,768,37081015800,34.9000015,46.2000008,61.2000008,69.1999969,77.0000000,86.9000015,95.8000031
37081015901,37081,NC1,015901,59.5832138,263.3053894,147,36.234310999999998,-79.970789999999994,805,37081015901,34.2000008,45.5999985,60.7000008,68.5999985,76.4000015,86.4000015,95.3000031
37081016006,37081,NC1,016006,6.1250997,55.3498726,42,36.133386000000002,-79.881861000000001,6,37081016006,35.7000008,46.9000015,61.7999992,69.8000031,77.5999985,87.1999969,96.5000000
37081016008,37081,NC1,016008,12.3975468,118.2117004,110,36.134194000000001,-79.936701999999997,629,37081016008,35.4000015,46.7000008,61.5999985,69.5000000,77.3000031,87.3000031,96.6999969
37081016009,37081,NC1,016009,7.4893918,78.1937866,65,36.129461999999997,-79.906728999999999,423,37081016009,35.5999985,46.9000015,61.7999992,69.6999969,77.5000000,87.4000015,96.3000031
37081016011,37081,NC1,016011,13.1248913,138.5804901,123,36.080843000000002,-79.925503000000006,588,37081016011,35.9000015,47.0999985,62.0000000,70.0000000,77.9000015,88.0000000,97.0000000
37081016101,37081,NC1,016101,7.0724311,69.9939117,68,36.097906000000002,-79.887692999999999,500,37081016101,36.0000000,47.2000008,62.0999985,70.0999985,77.9000015,87.5000000,96.6999969
37081016102,37081,NC1,016102,3.3460820,45.8208313,40,36.082746999999998,-79.899579000000003,750,37081016102,36.0000000,47.2999992,62.2000008,70.0999985,77.9000015,87.8000031,96.9000015
37081016203,37081,NC1,016203,24.1145477,151.6262665,137,36.068471000000002,-80.030562000000003,916,37081016203,35.2999992,46.5999985,61.5999985,69.5999985,77.5000000,88.0000000,96.5999985
37081016205,37081,NC1,016205,5.4964423,54.1266975,43,36.044922999999997,-79.975834000000006,499,37081016205,35.9000015,47.0999985,62.0000000,70.0000000,78.0999985,88.3000031,97.5000000
37081016303,37081,NC1,016303,5.6304088,68.9902649,54,36.022238999999999,-80.026020000000003,486,37081016303,35.7000008,47.0000000,61.9000015,69.9000015,78.0000000,88.3000031,96.8000031
37081016305,37081,NC1,016305,5.2049756,46.5108604,40,36.026114999999997,-79.982173000000003,89,37081016305,36.0000000,47.2000008,62.0999985,70.1999969,78.1999969,88.4000015,97.5000000
37081016405,37081,NC1,016405,8.0922270,83.2177200,66,36.062713000000002,-79.933571999999998,301,37081016405,36.0000000,47.2000008,62.0999985,70.1999969,78.0999985,88.0999985,97.3000031
37081016406,37081,NC1,016406,7.6601343,72.4821472,98,36.049500999999999,-79.950158999999999,547,37081016406,36.0000000,47.2999992,62.2000008,70.1999969,78.1999969,88.4000015,97.4000015
37081016407,37081,NC1,016407,6.6579852,77.5562134,103,36.031098000000000,-79.942177999999998,238,37081016407,36.2000008,47.4000015,62.2999992,70.4000015,78.4000015,88.5999985,97.5000000
37081016408,37081,NC1,016408,3.2789090,40.2206459,52,36.022483999999999,-79.932441999999995,478,37081016408,36.2999992,47.5000000,62.4000015,70.5000000,78.4000015,88.6999969,97.5000000
37081016410,37081,NC1,016410,8.5668259,81.0572357,104,35.974904000000002,-79.938687999999999,527,37081016410,36.5999985,47.7999992,62.7000008,70.8000031,78.6999969,89.0000000,97.4000015
37081016502,37081,NC1,016502,22.6562977,207.8399963,244,36.001933000000001,-79.887592999999995,868,37081016502,36.7999992,48.0000000,62.7999992,71.0000000,78.8000031,88.5999985,97.5000000
37081016505,37081,NC1,016505,3.3520916,39.2557030,46,36.028202999999998,-79.914626999999996,717,37081016505,36.4000015,47.5999985,62.5000000,70.5999985,78.5000000,88.5000000,97.3000031
37081016600,37081,NC1,016600,38.3546104,257.4351501,194,35.942073000000001,-79.911934000000002,843,37081016600,37.0999985,48.2999992,63.0999985,71.1999969,79.0000000,89.1999969,97.9000015
37081016900,37081,NC1,016900,69.4163132,330.0341492,152,35.940997000000003,-79.754819999999995,876,37081016900,38.2000008,49.2999992,64.0000000,72.3000031,80.0000000,90.0000000,98.5000000
37081017000,37081,NC1,017000,124.5565338,519.1988525,201,35.950834999999998,-79.615230999999994,190,37081017000,38.9000015,49.9000015,64.5000000,73.0000000,80.3000031,89.5000000,98.0999985
37081017100,37081,NC1,017100,40.6000595,269.1765747,178,35.994540999999998,-79.709700999999995,449,37081017100,38.0000000,49.0000000,63.5999985,71.9000015,79.3000031,89.5999985,98.5000000
37081017200,37081,NC1,017200,104.9018631,525.3560791,240,36.028474000000003,-79.612807000000004,347,37081017200,38.2999992,49.2000008,63.7000008,72.3000031,79.6999969,89.5000000,97.4000015
37081980100,37081,NC1,980100,11.6060572,57.1370277,53,36.104942000000001,-79.935642999999999,636,37081980100,35.5999985,46.9000015,61.7999992,69.6999969,77.5999985,87.5000000,96.8000031
37083930100,37083,NC1,930100,59.5284004,252.9097748,192,36.395586999999999,-77.580397000000005,736,37083930100,48.0000000,58.4000015,72.1999969,80.3000031,87.6999969,96.5999985,102.0000000
37083930200,37083,NC1,930200,6.4546762,77.7535706,117,36.455238999999999,-77.641154999999998,316,37083930200,46.9000015,57.2999992,71.0999985,79.1999969,86.5000000,95.5000000,101.0000000
37083930300,37083,NC1,930300,6.6088486,94.8054581,170,36.467193999999999,-77.662283000000002,542,37083930300,46.7000008,57.0000000,70.6999969,78.8000031,86.0000000,95.1999969,101.0999985
37083930400,37083,NC1,930400,5.2275558,78.2826385,127,36.438917000000004,-77.646721999999997,560,37083930400,47.0999985,57.5000000,71.3000031,79.3000031,86.5999985,95.6999969,101.4000015
37083930501,37083,NC1,930501,8.8176861,108.9220047,82,36.447569000000001,-77.682218000000006,137,37083930501,46.7000008,57.0999985,70.9000015,79.0000000,86.0999985,95.3000031,101.1999969
37083930700,37083,NC1,930700,171.6577454,628.1917725,269,36.445811999999997,-77.838097000000005,568,37083930700,45.7999992,56.2000008,69.9000015,78.0999985,84.9000015,93.6999969,100.8000031
37083930800,37083,NC1,930800,354.7151184,879.5150146,293,36.261747000000000,-77.870836999999995,92,37083930800,47.4000015,57.9000015,71.6999969,80.0999985,86.9000015,95.3000031,102.4000015
37083930900,37083,NC1,930900,300.2723999,904.9558105,406,36.191809999999997,-77.664376000000004,913,37083930900,49.4000015,60.0000000,74.0000000,82.3000031,89.5000000,98.5000000,103.8000031
37085070100,37085,NC1,070100,32.2026787,259.8395386,238,35.280248000000000,-78.619517000000002,878,37085070100,51.7999992,63.7000008,79.5000000,88.0999985,95.1999969,103.9000015,110.1999969
37085070200,37085,NC1,070200,29.4372635,221.5528717,195,35.328325000000000,-78.567419999999998,126,37085070200,51.7999992,63.5999985,79.1999969,87.5999985,94.6999969,104.0000000,110.0999985
37085070401,37085,NC1,070401,53.1957588,254.5804901,147,35.384188000000002,-78.694292000000004,707,37085070401,50.2999992,62.0000000,77.4000015,85.8000031,92.9000015,101.4000015,107.8000031
37085070600,37085,NC1,070600,131.9424591,425.5570984,124,35.297798999999998,-78.785178999999999,19,37085070600,50.4000015,62.2000008,77.8000031,86.3000031,93.4000015,101.9000015,109.0000000
37085070700,37085,NC1,070700,76.3836517,259.8991699,177,35.371104000000003,-78.789187999999996,642,37085070700,49.7000008,61.2999992,76.6999969,85.0999985,92.4000015,100.9000015,107.6999969
37085070903,37085,NC1,070903,22.0049171,135.5583954,46,35.478482000000000,-78.750110000000006,705,37085070903,49.0000000,60.4000015,75.4000015,83.9000015,91.1999969,100.0000000,106.1999969
37085070904,37085,NC1,070904,22.9245453,137.4952087,43,35.498083999999999,-78.772074000000003,961,37085070904,48.7000008,60.0000000,74.9000015,83.4000015,90.6999969,99.5999985,105.6999969
37085071001,37085,NC1,071001,74.8414459,269.6791382,54,35.509587000000003,-78.829074000000006,406,37085071001,48.2000008,59.4000015,74.0999985,82.8000031,90.1999969,99.3000031,105.1999969
37085071002,37085,NC1,071002,101.8733673,281.3787537,82,35.514346000000003,-78.900554000000000,960,37085071002,47.5999985,58.7999992,73.5000000,82.0999985,89.5999985,98.9000015,105.0000000
37085071101,37085,NC1,071101,112.3951263,326.3339844,65,35.459215999999998,-78.945549999999997,335,37085071101,47.7999992,59.0000000,73.9000015,82.6999969,90.0999985,99.5000000,105.1999969
37085071102,37085,NC1,071102,133.4945068,478.7973328,86,35.394736999999999,-78.946020000000004,514,37085071102,48.4000015,59.7999992,74.9000015,83.5000000,90.8000031,100.5000000,106.4000015
37085071201,37085,NC1,071201,59.3571930,237.0184937,69,35.284104999999997,-78.880059000000003,596,37085071201,49.7999992,61.5000000,77.0000000,85.6999969,92.8000031,102.5000000,108.8000031
37085071202,37085,NC1,071202,9.8801479,105.7570572,48,35.243251999999998,-78.949347000000003,306,37085071202,49.5999985,61.4000015,77.0000000,85.5000000,92.8000031,102.5000000,108.4000015
37085071203,37085,NC1,071203,24.8802910,102.1361618,35,35.229745999999999,-78.971288999999999,575,37085071203,49.5999985,61.4000015,76.9000015,85.4000015,92.6999969,102.5000000,108.6999969
37085071204,37085,NC1,071204,54.1917953,236.3750000,71,35.296773000000002,-78.939006000000006,792,37085071204,49.2000008,60.9000015,76.3000031,84.9000015,92.1999969,101.9000015,107.6999969
37085071301,37085,NC1,071301,94.2084274,368.6523438,98,35.358822000000004,-79.044510000000002,920,37085071301,48.0000000,59.4000015,74.4000015,83.0999985,90.5999985,100.4000015,106.5999985
37085071303,37085,NC1,071303,42.9455872,213.3756104,91,35.281303999999999,-79.021348000000003,453,37085071303,48.7999992,60.4000015,75.6999969,84.4000015,91.8000031,101.5999985,107.6999969
37085071401,37085,NC1,071401,56.7289543,273.5589294,73,35.310476000000001,-79.129508000000001,867,37085071401,47.7000008,59.0999985,74.0999985,83.0999985,90.6999969,100.8000031,106.8000031
37091950100,37091,NC1,950100,295.1479187,706.0679932,241,36.464061000000001,-77.025169000000005,543,37091950100,51.0999985,61.7000008,75.8000031,83.6999969,90.6999969,99.4000015,104.6999969
37091950300,37091,NC1,950300,199.2460022,550.4544067,149,36.307032000000000,-77.104523000000000,367,37091950300,51.9000015,62.5999985,76.6999969,84.9000015,92.0000000,100.5000000,105.8000031
37091950401,37091,NC1,950401,53.7753258,232.0589447,142,36.270445000000002,-77.008578000000000,483,37091950401,52.9000015,63.7000008,77.9000015,86.1999969,93.0000000,102.0000000,107.1999969
37093970201,37093,NC1,970201,136.4931946,496.0416260,218,35.037647000000000,-79.353420999999997,842,37093970201,48.4000015,60.2000008,75.8000031,85.0000000,92.9000015,102.5999985,109.5999985
37093970202,37093,NC1,970202,156.8412323,575.1724854,266,34.928234000000003,-79.303224999999998,652,37093970202,49.5999985,61.7999992,77.9000015,87.1999969,94.8000031,104.4000015,111.5999985
37093970300,37093,NC1,970300,15.3798132,173.6781464,257,34.983561000000002,-79.223288999999994,440,37093970300,49.7999992,61.9000015,77.9000015,87.0000000,94.5000000,104.8000031,111.3000031
37093970401,37093,NC1,970401,116.9145126,404.8915710,183,34.906748000000000,-79.137690000000006,926,37093970401,51.0999985,63.5000000,79.9000015,88.9000015,96.5000000,106.1999969,113.0999985
37093980100,37093,NC1,980100,362.2156067,594.1383667,193,35.119311000000003,-79.231078999999994,731,37093980100,48.5999985,60.2999992,75.8000031,84.9000015,92.4000015,102.0000000,109.6999969
37095920100,37095,NC1,920100,1779.4660645,2257.6928711,772,35.534951000000000,-76.264399999999995,949,37095920100,66.9000015,79.0000000,94.9000015,103.0999985,109.4000015,117.4000015,124.1999969
37097060601,37097,NC1,060601,10.8643799,152.1629486,115,35.793410999999999,-80.847515999999999,25,37097060601,32.0999985,43.5000000,58.5999985,67.0999985,74.5999985,83.8000031,91.0000000
37097060602,37097,NC1,060602,8.2367096,104.6653976,70,35.790106999999999,-80.814204000000004,248,37097060602,32.4000015,43.7000008,58.7000008,67.3000031,74.9000015,84.3000031,91.5000000
37097060603,37097,NC1,060603,23.7792931,137.3762054,97,35.753228999999997,-80.830454000000003,447,37097060603,32.5999985,44.0000000,59.0000000,67.5000000,75.0000000,84.3000031,91.0000000
37097060702,37097,NC1,060702,74.0640411,353.1481628,130,35.834088999999999,-80.771365000000003,880,37097060702,32.2999992,43.7000008,58.7000008,67.0999985,74.6999969,84.0999985,91.6999969
37097060703,37097,NC1,060703,37.2296448,214.0820007,105,35.862329000000003,-80.829511999999994,222,37097060703,31.7000008,43.2000008,58.2999992,66.8000031,74.3000031,83.5000000,90.9000015
37097060801,37097,NC1,060801,134.6286011,601.3991699,237,35.999153000000000,-80.758886000000004,702,37097060801,31.1000004,42.5999985,57.7999992,66.1999969,73.8000031,83.4000015,91.6999969
37097060902,37097,NC1,060902,133.5070801,552.2504883,201,35.924517000000002,-80.937416999999996,377,37097060902,30.5000000,42.0999985,57.4000015,65.6999969,73.0000000,82.5999985,88.9000015
37097061203,37097,NC1,061203,19.7806320,171.7250366,120,35.631461000000002,-80.881249999999994,945,37097061203,33.0999985,44.5000000,59.5000000,67.9000015,75.3000031,85.0000000,90.5999985
37097061301,37097,NC1,061301,37.8912735,168.4579163,70,35.718409000000001,-80.810395000000000,545,37097061301,32.9000015,44.2000008,59.2000008,67.8000031,75.1999969,84.6999969,91.3000031
37097061303,37097,NC1,061303,31.0661907,194.9754944,149,35.626511999999998,-80.792737000000002,60,37097061303,33.7000008,45.0000000,59.9000015,68.5000000,76.0999985,85.6999969,92.0999985
37097061403,37097,NC1,061403,7.4845500,97.1248474,126,35.581522000000000,-80.858221000000000,933,37097061403,33.5999985,45.0000000,60.0000000,68.4000015,75.9000015,85.1999969,91.5000000
37097061404,37097,NC1,061404,12.4776497,130.6084137,97,35.550013999999997,-80.868729000000002,300,37097061404,33.7999992,45.0999985,60.0999985,68.5000000,76.0999985,85.4000015,91.5000000
37097061407,37097,NC1,061407,26.5292053,170.9215546,113,35.526991000000002,-80.852663000000007,17,37097061407,34.0999985,45.4000015,60.4000015,68.6999969,76.4000015,85.5999985,91.5999985
37097061502,37097,NC1,061502,15.8416777,123.0611420,86,35.584580000000003,-80.778870999999995,600,37097061502,34.0999985,45.4000015,60.4000015,68.9000015,76.5999985,86.0000000,92.5999985
37097061601,37097,NC1,061601,4.4432430,64.6839600,68,35.586436999999997,-80.819248999999999,247,37097061601,33.7999992,45.0999985,60.0999985,68.5999985,76.0999985,85.5999985,92.0000000
37097061602,37097,NC1,061602,16.3565998,148.7085266,193,35.549973000000001,-80.822802999999993,446,37097061602,34.0999985,45.4000015,60.2999992,68.9000015,76.5000000,85.5999985,92.0000000
37101040201,37101,NC1,040201,131.1124573,450.0547791,130,35.721746000000003,-78.239205999999996,311,37101040201,50.0999985,61.0999985,75.6999969,84.1999969,91.3000031,100.0999985,107.1999969
37101040202,37101,NC1,040202,126.0471878,437.6887207,136,35.692866000000002,-78.295445999999998,972,37101040202,50.0000000,61.0999985,75.6999969,84.1999969,91.3000031,100.0999985,107.3000031
37101040301,37101,NC1,040301,32.3555794,213.0123138,159,35.560777000000002,-78.248608000000004,165,37101040301,51.7000008,63.0999985,78.0999985,86.5000000,93.6999969,102.5999985,109.4000015
37101040400,37101,NC1,040400,45.7252121,270.3308411,164,35.513252000000001,-78.232279000000005,159,37101040400,52.2000008,63.7999992,79.0999985,87.5000000,94.6999969,103.5999985,110.0000000
37101040500,37101,NC1,040500,145.1752777,492.3341980,231,35.442720999999999,-78.184714000000000,786,37101040500,53.4000015,65.1999969,80.8000031,89.1999969,96.4000015,105.4000015,111.8000031
37101040600,37101,NC1,040600,89.4965897,312.6755981,114,35.456865999999998,-78.298755999999997,870,37101040600,52.5000000,64.0999985,79.4000015,87.8000031,95.1999969,104.5000000,110.5000000
37101040700,37101,NC1,040700,22.6327953,183.7465057,140,35.520046999999998,-78.314460999999994,679,37101040700,51.5999985,63.0999985,78.1999969,86.6999969,94.0000000,102.8000031,109.4000015
37101040800,37101,NC1,040800,5.4616604,68.1819916,117,35.499484000000002,-78.360962999999998,610,37101040800,51.5000000,63.0000000,78.0999985,86.6999969,94.0000000,102.9000015,109.1999969
37101040901,37101,NC1,040901,73.9511642,358.4303589,237,35.582464000000002,-78.365508000000005,667,37101040901,50.5999985,61.9000015,76.9000015,85.3000031,92.4000015,101.5999985,107.9000015
37101040902,37101,NC1,040902,63.5199890,282.5471191,80,35.555017999999997,-78.416086000000007,541,37101040902,50.5000000,61.9000015,77.0000000,85.3000031,92.5000000,102.0999985,107.5999985
37101041001,37101,NC1,041001,28.2111282,178.1612091,169,35.630954000000003,-78.419331000000000,708,37101041001,49.7000008,60.9000015,75.8000031,84.0000000,91.3000031,100.4000015,106.9000015
