Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1114861,-,-,-,35.25,-77.98,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2013,1,1,0,30,0,0,0,2,3,1010,90.67,236.10000000000002,2.2,0.123
2013,1,1,1,30,0,0,0,2,3,1010,100,241.10000000000002,2.1,0.123
2013,1,1,2,30,0,0,0,2,3,1010,100,243.5,1.9000000000000001,0.123
2013,1,1,3,30,0,0,0,2,3,1010,100,244.4,1.8,0.123
2013,1,1,4,30,0,0,0,4,4,1010,100,246.5,1.8,0.123
2013,1,1,5,30,0,0,0,4,4,1010,100,246.5,1.9000000000000001,0.123
2013,1,1,6,30,0,0,0,4,4,1010,100,247.4,2.1,0.123
2013,1,1,7,30,0,0,0,4,5,1010,98.82000000000001,252.10000000000002,2.5,0.123
2013,1,1,8,30,0,41,41,5,6,1010,95.76,257.1,2.7,0.123
2013,1,1,9,30,0,26,26,5,8,1010,86.43,252.5,2.5,0.123
2013,1,1,10,30,0,76,76,6,10,1010,77.61,248,2.7,0.123
2013,1,1,11,30,0,152,152,6,11,1010,72.77,245.20000000000002,3.3000000000000003,0.123
2013,1,1,12,30,0,86,86,6,11,1010,74.57000000000001,239.70000000000002,3.7,0.123
2013,1,1,13,30,0,93,93,7,11,1000,79.60000000000001,238.5,3.7,0.123
2013,1,1,14,30,0,92,92,8,11,1000,85.41,238.3,3.3000000000000003,0.123
2013,1,1,15,30,0,28,28,9,10,1000,96.22,238.5,2.6,0.123
2013,1,1,16,30,202,43,65,9,9,1000,100,240.60000000000002,2.3000000000000003,0.123
