SiteID,2208376,Site Timezone,-5,Data Timezone,-5,Longitude,-77.9873657227,Latitude,35.2429504395
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind speed at 120m (m/s),wind direction at 100m (deg),wind direction at 120m (deg),air temperature at 100m (C),air temperature at 120m (C),surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa)
2011,1,1,0,30,7.8,8.69,198.76,200.53,9.51,10.67,101790,100550,99370
2011,1,1,1,30,8.11,9.28,199.85,201.52,9.43,10.51,101790,100550,99370
2011,1,1,2,30,8.78,9.82,196.93,197.55,9.57,10.35,101790,100550,99360
2011,1,1,3,30,8.5,9.65,195.96,196.08,9.72,10.69,101760,100520,99340
2011,1,1,4,30,8.56,9.83,191.69,192.01,10.39,12,101770,100530,99350
2011,1,1,5,30,8.78,10.01,190.5,190.93,10.53,12.77,101770,100530,99350
2011,1,1,6,30,9.59,10.78,189.99,191.20000000000002,11.35,13.57,101750,100510,99340
2011,1,1,7,30,9.36,10.82,188,189.22,11.24,13.36,101730,100490,99320
2011,1,1,8,30,9.33,11.08,188.58,190.72,10.94,12.22,101740,100500,99330
2011,1,1,9,30,9.27,11.09,180.31,182.85,12.05,13.74,101710,100480,99310
2011,1,1,10,30,8.14,9.21,182.1,182.91,11.84,12.42,101670,100450,99270
2011,1,1,11,30,8.03,8.91,178.01,179.34,12.56,13.07,101600,100380,99210
2011,1,1,12,30,7.16,7.73,181.22,182.13,12.83,12.85,101560,100340,99170
2011,1,1,13,30,6.16,6.88,182.69,182.96,13.83,14.11,101520,100310,99140
2011,1,1,14,30,6.18,7.24,173.17000000000002,175.21,15.97,15.96,101470,100270,99110
2011,1,1,15,30,6.97,7.44,162.33,164.07,17.66,17.580000000000002,101410,100210,99060
2011,1,1,16,30,7.79,8.07,181.07,184,18.05,18.04,101420,100230,99080
2011,1,1,17,30,11.77,12.530000000000001,183.66,184.72,17.93,17.97,101440,100240,99090
2011,1,1,18,30,12.13,13.14,184.05,185.58,17.31,17.45,101450,100250,99090
2011,1,1,19,30,11.6,12.72,182.09,183.82,16.62,16.78,101430,100230,99070
2011,1,1,20,30,11.290000000000001,12.38,182.8,184.1,16.43,16.62,101420,100220,99070
2011,1,1,21,30,10.93,11.96,190.29,191.44,16.27,16.42,101420,100220,99060
2011,1,1,22,30,10.870000000000001,12,192.76,194.74,16.28,16.45,101370,100170,99020
2011,1,1,23,30,10.55,11.48,191.16,192.8,16.19,16.25,101310,100110,98950
2011,1,2,0,30,10.66,11.53,188.98,190.93,16.22,16.26,101220,100020,98860
2011,1,2,1,30,11.1,11.92,188.59,189.74,15.92,15.88,101160,99960,98800
2011,1,2,2,30,8.22,8.93,217.43,216.12,15.66,15.620000000000001,101220,100020,98860
2011,1,2,3,30,8.52,9.38,217.72,219.37,15.450000000000001,15.35,101190,99990,98830
2011,1,2,4,30,8.44,9.36,222.19,224.66,15,15,101190,99990,98830
2011,1,2,5,30,8.58,9.39,217.5,220.27,14.950000000000001,15,101210,100010,98850
2011,1,2,6,30,8.56,9.290000000000001,217.22,219.02,14.66,14.66,101210,100010,98850
