SiteID,2179289,Site Timezone,-5,Data Timezone,-5,Longitude,-78.6801757812,Latitude,34.8067817688
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind speed at 120m (m/s),wind direction at 100m (deg),wind direction at 120m (deg),air temperature at 100m (C),air temperature at 120m (C),surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa)
2011,1,1,0,30,6.54,7.74,176.22,183.3,10.03,11.02,102030,100790,99610
2011,1,1,1,30,6.84,7.97,172.3,176.9,9.66,10.28,102030,100790,99610
2011,1,1,2,30,6.95,8,175.83,180.9,10.040000000000001,10.64,102000,100760,99580
2011,1,1,3,30,7.42,8.65,175.29,178.85,10.13,10.58,101990,100750,99570
2011,1,1,4,30,7.1000000000000005,8.35,171.83,176.19,10.19,10.450000000000001,101980,100750,99570
2011,1,1,5,30,6.6000000000000005,7.96,174.73,178.39000000000001,10.370000000000001,10.63,101980,100750,99570
2011,1,1,6,30,5.8500000000000005,7.3,175.63,180.76,10.46,11.3,101970,100730,99550
2011,1,1,7,30,7.2,8.24,170.51,176.61,11.53,12.280000000000001,101930,100700,99530
2011,1,1,8,30,8.08,9.82,171.4,178.35,11.44,12.11,101920,100690,99520
2011,1,1,9,30,9.52,11.120000000000001,163.39000000000001,168.89000000000001,13.43,14.98,101900,100670,99500
2011,1,1,10,30,6.26,7.17,175.87,177.85,12.09,12.13,101870,100650,99480
2011,1,1,11,30,5.32,6.03,176.39000000000001,177.25,13.01,13.08,101800,100580,99410
2011,1,1,12,30,4.76,5.6000000000000005,179.09,180.32,14.82,14.98,101750,100540,99380
2011,1,1,13,30,4.04,4.69,173.05,171.45000000000002,16.56,16.66,101700,100500,99340
2011,1,1,14,30,7.01,7.19,182.6,183.01,19.03,18.85,101660,100480,99320
2011,1,1,15,30,4.98,5.5200000000000005,211.19,206.89000000000001,17.79,17.76,101640,100440,99280
2011,1,1,16,30,6.98,7.78,182.63,183.94,18.75,18.68,101640,100440,99290
2011,1,1,17,30,9.77,10.6,174.41,176.69,17.97,17.97,101640,100440,99290
2011,1,1,18,30,11.05,12.19,174.19,176.47,17.29,17.35,101640,100440,99280
2011,1,1,19,30,10.370000000000001,11.450000000000001,179.57,180.97,17.07,17.14,101640,100450,99290
2011,1,1,20,30,10.69,11.89,185.82,187.69,16.79,16.86,101660,100460,99300
2011,1,1,21,30,10.52,11.52,187.11,188.43,16.71,16.8,101640,100440,99280
2011,1,1,22,30,9.950000000000001,10.88,194.36,197.05,16.56,16.66,101590,100390,99230
2011,1,1,23,30,9.66,10.64,196.74,199.17000000000002,16.41,16.45,101520,100320,99170
2011,1,2,0,30,10.13,11.1,194.3,196.18,16.32,16.28,101450,100250,99090
2011,1,2,1,30,10.39,11.26,192.34,193.38,16.28,16.240000000000002,101390,100190,99040
2011,1,2,2,30,7.29,8.45,218.04,217.17000000000002,16.04,16.01,101450,100250,99090
2011,1,2,3,30,7.47,8.71,222.35,222.25,15.36,15.65,101430,100230,99070
2011,1,2,4,30,7.17,8.120000000000001,217.27,218.39000000000001,14.9,14.91,101440,100230,99070
2011,1,2,5,30,7.34,8.28,209.61,211.69,15.19,15.23,101450,100250,99080
2011,1,2,6,30,8.13,9.02,211.75,214.15,15.94,15.94,101430,100230,99070
2011,1,2,7,30,9.290000000000001,10.41,214.18,216.17000000000002,16.1,16.080000000000002,101410,100210,99050
2011,1,2,8,30,8.65,9.51,194.3,196.77,16.15,16.1,101350,100150,98990
2011,1,2,9,30,8.51,9.31,201.87,203.26,16.330000000000002,16.25,101340,100150,98990
2011,1,2,10,30,8.75,9.450000000000001,206.09,206.70000000000002,16.73,16.63,101240,100040,98890
2011,1,2,11,30,9.4,10.07,218.44,218.77,17.240000000000002,17.1,101160,99980,98820
2011,1,2,12,30,8.88,9.38,220.47,220.96,17.44,17.29,101130,99950,98790
2011,1,2,13,30,7.22,7.74,226.91,227.38,17.44,17.28,101070,99880,98730
2011,1,2,14,30,7.1000000000000005,7.45,235.87,236.28,17.72,17.54,101080,99900,98750
2011,1,2,15,30,7.7700000000000005,8.28,237.42000000000002,237.99,17.89,17.740000000000002,101070,99890,98740
2011,1,2,16,30,8.950000000000001,9.65,237.95000000000002,239.69,17.71,17.580000000000002,101080,99900,98750
