Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1124127,-,-,-,34.41,-77.7,-5,14,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2019,1,1,0,30,0,0,0,17.400000000000002,17.400000000000002,1017,100,212,4,0.14
2019,1,1,1,30,0,0,0,17.400000000000002,17.400000000000002,1017,100,211,4.2,0.14
2019,1,1,2,30,0,0,0,17.5,17.5,1016,100,213,4.4,0.14
2019,1,1,3,30,0,0,0,17.400000000000002,17.400000000000002,1016,100,218,4.3,0.14
2019,1,1,4,30,0,0,0,17.3,17.3,1016,100,223,4.1000000000000005,0.14
2019,1,1,5,30,0,0,0,17.2,17.2,1016,100,227,3.8000000000000003,0.14
2019,1,1,6,30,0,0,0,17.1,17.1,1017,100,229,3.7,0.14
2019,1,1,7,30,14,11,11,17.2,17.400000000000002,1017,98.48,230,4,0.14
2019,1,1,8,30,433,57,146,17.3,18,1017,95.93,235,4.5,0.14
2019,1,1,9,30,34,133,145,17.6,18.7,1018,93.2,241,4.9,0.14
2019,1,1,10,30,167,195,272,17.8,19.400000000000002,1017,90.23,245,4.9,0.14
2019,1,1,11,30,556,151,443,17.900000000000002,19.8,1016,88.99,247,4.5,0.14
2019,1,1,12,30,452,195,438,18.3,20.3,1016,88.06,250,4,0.14
2019,1,1,13,30,330,197,362,18.5,20.6,1016,87.98,253,3.5,0.14
2019,1,1,14,30,61,165,190,18.7,20.5,1016,89.7,256,2.9000000000000004,0.14
2019,1,1,15,30,3,86,87,19.1,19.900000000000002,1017,95.25,258,2.2,0.14
2019,1,1,16,30,0,28,28,19,19,1017,100,258,1.7000000000000002,0.14
2019,1,1,17,30,0,0,0,18.3,18.3,1018,100,260,1.5,0.14
2019,1,1,18,30,0,0,0,18.1,18.1,1018,100,263,1.4000000000000001,0.14
2019,1,1,19,30,0,0,0,17.7,17.7,1019,100,300,1.1,0.14
2019,1,1,20,30,0,0,0,17.400000000000002,17.400000000000002,1019,100,333,1.1,0.14
2019,1,1,21,30,0,0,0,16.8,16.8,1019,100,179,1.5,0.14
2019,1,1,22,30,0,0,0,16.1,16.1,1019,100,17,2.1,0.14
2019,1,1,23,30,0,0,0,15.4,15.5,1019,99.23,34,2.7,0.14
2019,1,2,0,30,0,0,0,14.8,15,1019,98.92,49,3.1,0.14
2019,1,2,1,30,0,0,0,14.4,14.600000000000001,1020,98.69,59,3.4000000000000004,0.14
2019,1,2,2,30,0,0,0,13.9,14.100000000000001,1020,98.59,62,3.7,0.14
2019,1,2,3,30,0,0,0,13.3,13.600000000000001,1019,98.23,61,3.8000000000000003,0.14
2019,1,2,4,30,0,0,0,12.8,13.100000000000001,1020,98.13,59,3.7,0.14
2019,1,2,5,30,0,0,0,12.4,12.8,1020,97.4,56,3.5,0.14
2019,1,2,6,30,0,0,0,12.100000000000001,12.600000000000001,1021,96.81,53,3.4000000000000004,0.14
2019,1,2,7,30,4,5,5,11.9,12.5,1022,96.19,46,3.6,0.14
2019,1,2,8,30,91,45,64,11.8,12.8,1023,93.35000000000001,42,4,0.14
2019,1,2,9,30,2,80,81,11.600000000000001,13.4,1023,88.75,47,4.1000000000000005,0.14
2019,1,2,10,30,0,101,101,11.700000000000001,14.200000000000001,1022,84.79,54,4,0.14
2019,1,2,11,30,16,157,165,12,14.8,1022,83.15,51,3.8000000000000003,0.14
2019,1,2,12,30,7,178,182,12.200000000000001,15.100000000000001,1021,82.78,52,3.6,0.14
2019,1,2,13,30,6,154,157,12.3,15.200000000000001,1020,82.76,63,3.6,0.14
2019,1,2,14,30,4,106,108,12.4,15.100000000000001,1020,83.97,74,3.5,0.14
2019,1,2,15,30,8,59,61,12.5,14.700000000000001,1019,86.59,78,3.3000000000000003,0.14
2019,1,2,16,30,0,20,20,12.700000000000001,14.100000000000001,1020,91.26,72,2.8000000000000003,0.14
2019,1,2,17,30,0,0,0,12.8,13.8,1020,93.87,58,2.6,0.14
2019,1,2,18,30,0,0,0,12.700000000000001,13.700000000000001,1020,93.7,49,2.6,0.14
2019,1,2,19,30,0,0,0,12.5,13.200000000000001,1020,95.35000000000001,45,2.6,0.14
2019,1,2,20,30,0,0,0,12.200000000000001,12.9,1019,95.68,53,2.4000000000000004,0.14
2019,1,2,21,30,0,0,0,12.100000000000001,12.700000000000001,1018,95.9,65,2.1,0.14
2019,1,2,22,30,0,0,0,12.100000000000001,12.700000000000001,1017,95.92,75,1.7000000000000002,0.14
