SiteID,2263530,Site Timezone,-5,Data Timezone,-5,Longitude,-76.895324707,Latitude,34.8813285828
Year,Month,Day,Hour,Minute,wind speed at 100m (m/s),wind speed at 120m (m/s),wind direction at 100m (deg),wind direction at 120m (deg),air temperature at 100m (C),air temperature at 120m (C),surface air pressure (Pa),air pressure at 100m (Pa),air pressure at 200m (Pa)
2010,1,1,0,30,4.2,4.84,280.71,277.79,11.02,11.26,101490,100260,99080
2010,1,1,1,30,4.58,5.25,281.61,281.43,10.77,10.81,101500,100280,99090
2010,1,1,2,30,6.140000000000001,6.68,289.31,289.69,10.64,10.57,101440,100220,99030
2010,1,1,3,30,5.93,6.44,296.72,296.68,10.47,10.36,101390,100160,98980
2010,1,1,4,30,7.01,7.68,304.98,306.08,9.69,9.56,101360,100140,98950
2010,1,1,5,30,6.1000000000000005,6.41,310.64,311.83,8.76,8.6,101400,100170,98980
2010,1,1,6,30,5.37,5.92,322.33,323.12,8.540000000000001,8.44,101380,100150,98950
2010,1,1,7,30,5.58,6.0200000000000005,313.05,315.12,8.21,8.06,101380,100150,98950
2010,1,1,8,30,5.34,5.54,309,310.17,8.1,7.94,101370,100130,98940
2010,1,1,9,30,5.07,5.34,312.93,314.63,7.9,7.75,101340,100110,98910
2010,1,1,10,30,6.29,6.41,326.56,327.28000000000003,8.43,8.25,101290,100060,98860
2010,1,1,11,30,7.08,7.23,338.77,339.02,8.96,8.77,101240,100020,98820
2010,1,1,12,30,7.94,8.06,348.68,348.45,7.57,7.38,101240,100010,98810
2010,1,1,13,30,7.65,7.7700000000000005,333.01,333.47,7.17,6.98,101250,100010,98810
2010,1,1,14,30,8.55,8.73,333.2,333.62,7.05,6.87,101210,99980,98770
2010,1,1,15,30,7.82,8,340.42,340.43,7.37,7.18,101190,99960,98760
2010,1,1,16,30,6.82,7.13,327.49,328.26,7.13,6.95,101220,99980,98780
2010,1,1,17,30,8.26,8.66,323.49,325.5,6.09,6,101260,100020,98820
2010,1,1,18,30,7.6000000000000005,8.19,335.48,337.90000000000003,6.5200000000000005,6.48,101280,100040,98830
2010,1,1,19,30,8.03,8.77,342.26,343.44,6.75,6.7,101280,100040,98830
2010,1,1,20,30,8.620000000000001,9.17,319.91,322.67,5.93,5.96,101290,100040,98840
2010,1,1,21,30,10.620000000000001,11.38,316.2,317.89,4.66,4.61,101330,100070,98860
2010,1,1,22,30,12.51,13.13,323.16,323.6,3.1,2.97,101340,100080,98860
2010,1,1,23,30,11.73,12.620000000000001,321.19,322.74,1.3,1.21,101340,100080,98850
2010,1,2,0,30,10.68,11.3,323.09000000000003,324.62,0.39,0.33,101370,100100,98870
2010,1,2,1,30,9.81,10.44,325.03000000000003,327.16,0.05,-0.03,101410,100130,98900
2010,1,2,2,30,9.74,10.33,322.94,325,-0.64,-0.72,101430,100150,98910
2010,1,2,3,30,10.11,10.52,316.28000000000003,317.46,-1.47,-1.54,101440,100160,98920
2010,1,2,4,30,10.53,10.99,314.84000000000003,316.1,-1.8900000000000001,-1.98,101460,100180,98940
2010,1,2,5,30,10.86,11.44,312.31,313.49,-2.27,-2.38,101500,100210,98970
2010,1,2,6,30,11.03,11.74,312.34000000000003,313.52,-2.5100000000000002,-2.63,101520,100230,98990
2010,1,2,7,30,10.34,11.08,309.66,310.94,-2.74,-2.87,101540,100250,99010
2010,1,2,8,30,10.41,10.73,311.6,311.98,-2.47,-2.66,101570,100290,99040
2010,1,2,9,30,10.99,11.26,314.25,314.49,-1.8800000000000001,-2.08,101590,100310,99060
2010,1,2,10,30,10.540000000000001,10.8,313.99,314.06,-1.37,-1.58,101540,100260,99020
2010,1,2,11,30,11.38,11.68,311.2,311.3,-0.8300000000000001,-1.05,101520,100250,99000
2010,1,2,12,30,11.92,12.25,310.97,311.05,-0.44,-0.65,101520,100240,99000
2010,1,2,13,30,12.66,13,311.14,311.19,-0.33,-0.55,101500,100220,98980
2010,1,2,14,30,13.530000000000001,13.91,308.52,308.61,-0.44,-0.65,101510,100240,99000
2010,1,2,15,30,13.67,14.08,306.23,306.32,-0.79,-1,101530,100250,99010
2010,1,2,16,30,12.23,12.75,304.78000000000003,304.95,-1.41,-1.59,101580,100290,99050
2010,1,2,17,30,12.030000000000001,12.85,303.07,303.73,-2.19,-2.32,101650,100360,99110
