Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1114861,-,-,-,35.25,-77.98,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2001,1,1,0,30,0,0,0,-8,-6,1010,81.17,318.5,1.5,0.136
2001,1,1,1,30,0,0,0,-9,-6,1010,79.18,316,1.5,0.136
2001,1,1,2,30,0,0,0,-9,-6,1010,77.95,310.6,1.5,0.136
2001,1,1,3,30,0,0,0,-8,-6,1020,73.78,310.3,1.6,0.136
2001,1,1,4,30,0,0,0,-8,-5,1020,76.83,312.40000000000003,1.5,0.136
2001,1,1,5,30,0,0,0,-8,-5,1020,78.68,315.20000000000005,1.2000000000000002,0.136
2001,1,1,6,30,0,0,0,-7,-5,1020,79.8,314.40000000000003,1.1,0.136
2001,1,1,7,30,0,0,0,-7,-4,1020,74.89,305.5,1.5,0.136
2001,1,1,8,30,511,60,158,-7,-3,1020,68.95,293.2,1.7000000000000002,0.136
2001,1,1,9,30,719,82,326,-7,-1,1020,61.19,293.6,1.6,0.136
2001,1,1,10,30,823,90,459,-8,0,1020,52.32,331.40000000000003,1.4000000000000001,0.136
2001,1,1,11,30,869,94,539,-8,1,1020,50.59,310.5,1.2000000000000002,0.136
2001,1,1,12,30,300,225,383,-7,2,1010,48.620000000000005,279.40000000000003,1.5,0.136
2001,1,1,13,30,388,188,378,-7,2,1010,46.2,268.90000000000003,1.6,0.136
2001,1,1,14,30,311,158,283,-7,2,1010,50.38,266.2,1.5,0.136
2001,1,1,15,30,0,60,60,-6,1,1010,57.5,266.5,1,0.136
2001,1,1,16,30,79,40,49,-3,0,1010,76.79,263.7,0.8,0.136
2001,1,1,17,30,0,0,0,-5,0,1010,68.47,262.40000000000003,0.8,0.136
2001,1,1,18,30,0,0,0,-4,0,1010,69.76,265,0.8,0.136
2001,1,1,19,30,0,0,0,-4,0,1010,71.19,270.7,0.8,0.136
2001,1,1,20,30,0,0,0,-4,0,1010,71.28,280.3,0.8,0.136
2001,1,1,21,30,0,0,0,-4,-1,1010,75.79,293.8,0.8,0.136
2001,1,1,22,30,0,0,0,-4,-1,1010,75.33,308.20000000000005,0.9,0.136
