Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1061515,-,-,-,35.69,-80.14,-5,229,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2013,1,1,0,30,0,0,0,1,1,990,100,242.5,0.8,0.125
2013,1,1,1,30,0,0,0,1,1,990,100,245.8,0.7000000000000001,0.125
2013,1,1,2,30,0,0,0,1,1,990,100,246.10000000000002,0.6000000000000001,0.125
2013,1,1,3,30,0,0,0,1,1,990,100,246.70000000000002,0.5,0.125
2013,1,1,4,30,0,0,0,1,1,990,100,244.8,0.5,0.125
2013,1,1,5,30,0,0,0,1,1,990,100,248.4,0.5,0.125
2013,1,1,6,30,0,0,0,1,2,990,97.59,256.40000000000003,0.5,0.125
2013,1,1,7,30,0,0,0,1,3,990,92.04,259.90000000000003,0.5,0.125
2013,1,1,8,30,0,11,11,2,4,990,92.25,246.70000000000002,0.6000000000000001,0.125
2013,1,1,9,30,0,36,36,3,6,990,83.51,230.20000000000002,0.7000000000000001,0.125
2013,1,1,10,30,0,70,70,4,7,990,83.56,227.10000000000002,0.9,0.125
2013,1,1,11,30,0,46,46,5,8,990,83.18,234.9,1.2000000000000002,0.125
2013,1,1,12,30,0,116,116,6,9,980,84.26,239.70000000000002,1.3,0.125
2013,1,1,13,30,0,68,68,7,10,980,84.45,240.10000000000002,1.3,0.125
2013,1,1,14,30,0,87,87,8,10,980,89.06,242.70000000000002,1.1,0.125
