"PVWatts Hourly PV Performance Data"
"Requested Location","Fayetteville, NC"
"Location","Lat, Lng: 35.05, -78.86"
"Latitude (DD)","35.05"
"Longitude (DD)","-78.86"
"Elevation (m)","36.240001678467"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","23","18","256","59","30","1.4","0.16","63.629","31.667","162.4","140.792"
"7","23","19","0","0","28","1.2","0.16","0","28","0","0"
"7","23","20","0","0","28","1.6","0.16","0","28","0","0"
"7","23","21","0","0","27","2","0.16","0","27","0","0"
"7","23","22","0","0","26","2.4","0.16","0","26","0","0"
"7","23","23","0","0","26","2.6","0.16","0","26","0","0"
"7","24","0","0","0","25","2.5","0.16","0","25","0","0"
"7","24","1","0","0","25","2.2","0.16","0","25","0","0"
"7","24","2","0","0","25","1.7","0.16","0","25","0","0"
"7","24","3","0","0","24","1.2","0.16","0","24","0","0"
"7","24","4","0","0","24","1.1","0.16","0","24","0","0"
"7","24","5","0","10","24","1.4","0.16","9.513","24.222","17.167","0.704"
"7","24","6","396","65","26","1.6","0.16","104.497","28.584","266.864","241.553"
"7","24","7","228","165","29","1.4","0.16","235.476","35.498","744.092","701.872"
"7","24","8","712","116","31","1.2","0.16","524.877","46.283","1658.679","1584.051"
"7","24","9","356","322","33","1.5","0.16","585.155","48.807","1797.981","1718.417"
"7","24","10","369","382","34","1.8","0.16","710.132","51.936","2142.147","2050.388"
"7","24","11","230","469","35","2","0.16","688.464","51.651","2063.93","1974.943"
"7","24","12","73","458","36","2.1","0.16","519.245","48.289","1564.606","1493.312"
"7","24","13","101","455","36","2.2","0.16","538.997","48.518","1627.958","1554.418"
"7","24","14","0","121","35","2.3","0.16","113.062","37.575","339.487","311.604"
"7","24","15","711","150","34","2.4","0.16","659.899","48.865","2050.769","1962.248"
"7","24","16","314","221","33","2.2","0.16","373.933","41.757","1189.265","1131.27"
"7","24","17","0","118","32","1.9","0.16","108.885","34.708","341.575","313.617"
"7","24","18","0","51","29","1.6","0.16","46.445","30.225","140.208","119.386"
"7","24","19","0","0","27","1.7","0.16","0","27","0","0"
"7","24","20","0","0","26","1.8","0.16","0","26","0","0"
"7","24","21","0","0","26","1.9","0.16","0","26","0","0"
"7","24","22","0","0","25","1.9","0.16","0","25","0","0"
"7","24","23","0","0","25","1.6","0.16","0","25","0","0"
"7","25","0","0","0","25","1.3","0.16","0","25","0","0"
"7","25","1","0","0","25","1","0.16","0","25","0","0"
"7","25","2","0","0","24","0.8","0.16","0","24","0","0"
"7","25","3","0","0","24","0.7","0.16","0","24","0","0"
"7","25","4","0","0","24","0.5","0.16","0","24","0","0"
"7","25","5","0","6","25","0.6","0.16","5.708","25.163","9.96","0"
"7","25","6","275","81","26","0.5","0.16","103.665","29.466","283.562","257.66"
"7","25","7","0","114","28","0.3","0.16","105.681","31.924","334.268","306.569"
"7","25","8","624","151","30","0.4","0.16","508.528","48.344","1589.319","1517.148"
"7","25","9","39","308","31","0.6","0.16","323.34","41.925","999.923","948.637"
"7","25","10","55","388","32","0.8","0.16","423.438","45.519","1290.868","1229.273"
"7","25","11","113","467","33","1","0.16","572.476","50.342","1716.713","1640.029"
"7","25","12","172","487","33","1.2","0.16","655.219","51.895","1956.504","1871.323"
"7","25","13","182","465","33","1.5","0.16","634.116","50.061","1911.639","1828.047"
"7","25","14","659","223","32","1.6","0.16","799.511","53.13","2418.834","2317.271"
"7","25","15","608","202","31","1.6","0.16","637.457","47.879","1984.388","1898.219"
"7","25","16","497","184","30","1.6","0.16","436.199","41.578","1399.186","1333.753"
"7","25","17","0","115","29","1.3","0.16","106.173","32.015","336.713","308.928"
"7","25","18","148","65","28","0.9","0.16","63.142","29.916","175.574","153.498"
"7","25","19","0","0","27","0.6","0.16","0","27","0","0"
"7","25","20","0","0","26","0.5","0.16","0","26","0","0"
"7","25","21","0","0","26","0.4","0.16","0","26","0","0"
"7","25","22","0","0","26","0.3","0.16","0","26","0","0"
"7","25","23","0","0","25","0.2","0.16","0","25","0","0"
"7","26","0","0","0","25","0.1","0.16","0","25","0","0"
"7","26","1","0","0","25","0.3","0.16","0","25","0","0"
"7","26","2","0","0","24","0.6","0.16","0","24","0","0"
"7","26","3","0","0","24","1.2","0.16","0","24","0","0"
"7","26","4","0","0","23","2","0.16","0","23","0","0"
"7","26","5","0","1","23","2.8","0.16","0.951","23.017","0","0"
"7","26","6","0","20","22","3.3","0.16","18.537","22.357","56.285","38.437"
"7","26","7","0","96","22","3.5","0.16","89.138","23.665","290.149","264.014"
"7","26","8","4","178","23","3.6","0.16","168.25","26.085","548.646","513.351"
"7","26","9","191","355","25","3.5","0.16","488.304","34.084","1583.238","1511.283"
"7","26","10","704","212","28","3.2","0.16","851.327","44.634","2665.851","2555.535"
"7","26","11","355","427","30","2.7","0.16","776.669","46.469","2387.93","2287.462"
"7","26","12","308","459","31","2.3","0.16","771.093","48.588","2344.906","2245.962"
"7","26","13","163","465","31","1.9","0.16","616.159","46.206","1886.422","1803.725"
"7","26","14","244","403","32","1.6","0.16","610.419","48.09","1866.764","1784.763"
"7","26","15","69","315","31","1.4","0.16","349.059","40.631","1092.011","1037.463"
"7","26","16","55","225","30","1.3","0.16","239.609","36.787","761.456","718.62"
"7","26","17","333","124","29","1.3","0.16","213.408","34.979","653.981","614.953"
"7","26","18","207","61","26","1.2","0.16","63.017","27.751","169.841","147.969"
"7","26","19","0","0","24","1.6","0.16","0","24","0","0"
"7","26","20","0","0","23","2.2","0.16","0","23","0","0"
