Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1114861,-,-,-,35.25,-77.98,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2011,1,1,0,30,0,0,0,2,2,1010,100,208.3,1.2000000000000002,0.134
2011,1,1,1,30,0,0,0,2,2,1010,100,218.70000000000002,1.1,0.134
2011,1,1,2,30,0,0,0,2,2,1010,100,228,0.9,0.134
2011,1,1,3,30,0,0,0,2,2,1010,100,223.8,0.6000000000000001,0.134
2011,1,1,4,30,0,0,0,2,2,1010,100,197.5,0.6000000000000001,0.134
2011,1,1,5,30,0,0,0,2,2,1010,100,177.3,0.7000000000000001,0.134
2011,1,1,6,30,0,0,0,2,2,1010,100,172.60000000000002,1.1,0.134
2011,1,1,7,30,0,0,0,4,4,1010,100,185.60000000000002,1.7000000000000002,0.134
2011,1,1,8,30,0,53,53,5,6,1010,99.13,185.3,2.4000000000000004,0.134
2011,1,1,9,30,101,141,175,8,9,1010,98.55,181.20000000000002,2.8000000000000003,0.134
2011,1,1,10,30,156,198,267,11,12,1010,95.29,182.70000000000002,2.8000000000000003,0.134
2011,1,1,11,30,294,219,370,13,14,1010,94.55,182.3,3.2,0.134
2011,1,1,12,30,208,238,347,14,15,1010,96.31,179.4,3.9000000000000004,0.134
2011,1,1,13,30,362,193,370,15,16,1010,94.11,179.10000000000002,4,0.134
2011,1,1,14,30,301,159,279,15,15,1010,100,181.3,3.4000000000000004,0.134
2011,1,1,15,30,10,99,102,14,14,1010,100,181.20000000000002,2.6,0.134
2011,1,1,16,30,13,38,39,11,12,1010,100,176.10000000000002,2.1,0.134
2011,1,1,17,30,0,0,0,11,11,1010,100,166.8,2,0.134
2011,1,1,18,30,0,0,0,11,11,1010,100,160.9,1.9000000000000001,0.134
2011,1,1,19,30,0,0,0,11,11,1010,100,160.3,1.9000000000000001,0.134
2011,1,1,20,30,0,0,0,11,11,1010,100,169.60000000000002,2.6,0.134
2011,1,1,21,30,0,0,0,11,11,1010,100,181,3.6,0.134
2011,1,1,22,30,0,0,0,11,12,1010,100,186.70000000000002,3.8000000000000003,0.134
2011,1,1,23,30,0,0,0,11,11,1010,100,184.8,3.4000000000000004,0.134
2011,1,2,0,30,0,0,0,11,11,1010,100,181,2.9000000000000004,0.134
2011,1,2,1,30,0,0,0,11,10,1010,100,190.5,2.5,0.134
2011,1,2,2,30,0,0,0,9,10,1010,100,201.10000000000002,2.2,0.134
2011,1,2,3,30,0,0,0,9,10,1010,100,206.5,2,0.134
2011,1,2,4,30,0,0,0,9,10,1010,100,211.70000000000002,2.2,0.134
2011,1,2,5,30,0,0,0,9,10,1010,100,216.8,2.8000000000000003,0.134
2011,1,2,6,30,0,0,0,11,11,1010,100,220.4,2.8000000000000003,0.134
2011,1,2,7,30,0,0,0,11,11,1010,100,217.20000000000002,2.9000000000000004,0.134
2011,1,2,8,30,0,48,48,12,13,1010,97.21000000000001,220.20000000000002,3.4000000000000004,0.134
2011,1,2,9,30,0,118,118,13,14,1010,98.78,219.4,3.7,0.134
2011,1,2,10,30,146,198,264,14,16,1000,93.73,216.4,3.9000000000000004,0.134
2011,1,2,11,30,34,207,224,15,17,1000,92.4,221.3,3.9000000000000004,0.134
2011,1,2,12,30,0,21,21,16,18,1000,88.33,231.8,3.5,0.134
2011,1,2,13,30,125,220,281,16,17,1000,94.9,247.4,2.8000000000000003,0.134
2011,1,2,14,30,0,79,79,16,16,1000,100,268.7,2.2,0.134
2011,1,2,15,30,0,86,86,15,15,1000,100,289.90000000000003,1.7000000000000002,0.134
2011,1,2,16,30,199,45,67,13,13,1000,100,310.1,2,0.134
2011,1,2,17,30,0,0,0,11,11,1000,100,329,2.9000000000000004,0.134
2011,1,2,18,30,0,0,0,9,10,1010,100,342.70000000000005,3.8000000000000003,0.134
2011,1,2,19,30,0,0,0,9,9,1010,100,349.90000000000003,4.4,0.134
2011,1,2,20,30,0,0,0,7,7,1010,100,347.20000000000005,4.7,0.134
2011,1,2,21,30,0,0,0,4,5,1010,97.9,341.6,4.4,0.134
2011,1,2,22,30,0,0,0,1,3,1010,90.99,341,3.5,0.134
2011,1,2,23,30,0,0,0,0,1,1010,89.66,341.5,2.8000000000000003,0.134
2011,1,3,0,30,0,0,0,-1,0,1010,87.65,340.90000000000003,2.5,0.134
2011,1,3,1,30,0,0,0,-2,0,1010,81.52,339.8,2.5,0.134
2011,1,3,2,30,0,0,0,-3,0,1010,76.82000000000001,343,2.4000000000000004,0.134
2011,1,3,3,30,0,0,0,-4,-1,1010,79.4,347.8,2.4000000000000004,0.134
