Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1114861,-,-,-,35.25,-77.98,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2000,1,1,0,30,0,0,0,4,4,1010,100,79.9,1.2000000000000002,0.136
2000,1,1,1,30,0,0,0,4,4,1010,100,96,1.2000000000000002,0.136
2000,1,1,2,30,0,0,0,4,4,1010,100,109.30000000000001,1.2000000000000002,0.136
2000,1,1,3,30,0,0,0,4,4,1010,100,121.7,1,0.136
2000,1,1,4,30,0,0,0,4,4,1010,100,130.1,0.8,0.136
2000,1,1,5,30,0,0,0,4,4,1010,100,131.8,0.6000000000000001,0.136
2000,1,1,6,30,0,0,0,4,4,1010,100,125.5,0.5,0.136
2000,1,1,7,30,0,0,0,4,4,1010,100,117.60000000000001,0.6000000000000001,0.136
2000,1,1,8,30,542,52,156,4,5,1020,100,116,0.5,0.136
2000,1,1,9,30,715,74,316,6,7,1020,94.36,119.2,0.4,0.136
2000,1,1,10,30,800,85,443,7,9,1020,85.21000000000001,152.6,0.8,0.136
2000,1,1,11,30,838,90,519,9,12,1010,78.98,175.8,1.2000000000000002,0.136
2000,1,1,12,30,844,91,534,10,14,1010,78.41,190.3,1.5,0.136
2000,1,1,13,30,826,87,489,10,15,1010,74.84,196.10000000000002,1.8,0.136
2000,1,1,14,30,770,79,387,10,15,1010,75.22,196.10000000000002,1.7000000000000002,0.136
2000,1,1,15,30,651,64,240,11,14,1010,84.32000000000001,204.60000000000002,1.1,0.136
2000,1,1,16,30,380,35,76,10,12,1010,90.86,221.9,0.8,0.136
2000,1,1,17,30,0,0,0,9,11,1010,87.76,239.4,0.8,0.136
2000,1,1,18,30,0,0,0,8,11,1010,86.69,252.8,0.7000000000000001,0.136
2000,1,1,19,30,0,0,0,8,11,1020,85.83,244.60000000000002,0.6000000000000001,0.136
2000,1,1,20,30,0,0,0,8,10,1010,90.92,207.20000000000002,0.7000000000000001,0.136
2000,1,1,21,30,0,0,0,8,9,1010,96.44,189.3,0.9,0.136
2000,1,1,22,30,0,0,0,8,8,1010,100,184.60000000000002,1,0.136
2000,1,1,23,30,0,0,0,7,7,1010,100,184.70000000000002,1.1,0.136
2000,1,2,0,30,0,0,0,7,7,1010,100,191.4,1.2000000000000002,0.136
2000,1,2,1,30,0,0,0,6,6,1010,100,202.9,1.2000000000000002,0.136
2000,1,2,2,30,0,0,0,6,6,1010,100,212.70000000000002,1.1,0.136
2000,1,2,3,30,0,0,0,6,6,1010,100,218.4,1.1,0.136
2000,1,2,4,30,0,0,0,6,6,1010,100,219.5,1.1,0.136
2000,1,2,5,30,0,0,0,6,5,1010,100,217.70000000000002,1.1,0.136
2000,1,2,6,30,0,0,0,6,5,1010,100,217.10000000000002,1.1,0.136
2000,1,2,7,30,0,0,0,7,7,1020,100,216.9,1.6,0.136
2000,1,2,8,30,70,72,85,8,9,1020,94.98,215.10000000000002,2.4000000000000004,0.136
2000,1,2,9,30,729,69,316,9,12,1020,83.02,212.70000000000002,2.8000000000000003,0.136
2000,1,2,10,30,811,80,443,10,14,1020,81.13,213,3,0.136
2000,1,2,11,30,845,85,518,12,17,1010,72.74,214.10000000000002,3.4000000000000004,0.136
2000,1,2,12,30,845,88,533,13,18,1010,72.75,215.5,3.7,0.136
2000,1,2,13,30,33,196,213,13,18,1010,77.03,215.10000000000002,3.7,0.136
2000,1,2,14,30,749,82,383,14,18,1010,80.64,213,3.2,0.136
2000,1,2,15,30,628,66,238,15,16,1010,97.5,207.3,2.3000000000000003,0.136
2000,1,2,16,30,369,35,76,14,14,1010,100,198.70000000000002,1.8,0.136
2000,1,2,17,30,0,0,0,13,13,1010,100,195.20000000000002,1.9000000000000001,0.136
2000,1,2,18,30,0,0,0,13,13,1010,100,195.9,2.3000000000000003,0.136
2000,1,2,19,30,0,0,0,11,12,1010,100,200.20000000000002,2.7,0.136
2000,1,2,20,30,0,0,0,11,12,1010,100,204.20000000000002,2.9000000000000004,0.136
2000,1,2,21,30,0,0,0,11,12,1010,100,205.20000000000002,3.1,0.136
