Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1114861,-,-,-,35.25,-77.98,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2004,1,1,0,30,0,0,0,0,0,1020,94.64,262.7,1.8,0.136
2004,1,1,1,30,0,0,0,-1,0,1020,91.3,268.7,1.7000000000000002,0.136
2004,1,1,2,30,0,0,0,-1,0,1020,88.53,276.40000000000003,1.6,0.136
2004,1,1,3,30,0,0,0,-2,0,1020,86.37,285.6,1.5,0.136
2004,1,1,4,30,0,0,0,-2,0,1020,85.09,295.7,1.5,0.136
2004,1,1,5,30,0,0,0,-2,-1,1020,91.75,306,1.5,0.136
2004,1,1,6,30,0,0,0,-2,-1,1020,92.86,316.3,1.5,0.136
2004,1,1,7,30,0,0,0,-1,0,1020,88.4,325,2.1,0.136
2004,1,1,8,30,675,43,172,0,3,1020,78.25,331.90000000000003,2.4000000000000004,0.136
2004,1,1,9,30,827,60,340,0,5,1020,74.28,338.40000000000003,2,0.136
2004,1,1,10,30,891,71,470,2,9,1020,65.22,334.3,1.6,0.136
2004,1,1,11,30,605,143,453,4,12,1020,62.08,340.8,1.6,0.136
2004,1,1,12,30,483,185,439,3,14,1020,50.78,40.7,1.5,0.136
2004,1,1,13,30,453,174,394,3,15,1020,47.21,61.900000000000006,1,0.136
2004,1,1,14,30,490,126,323,3,15,1020,47.52,91.80000000000001,0.6000000000000001,0.136
2004,1,1,15,30,715,59,253,4,14,1020,54.370000000000005,143.1,0.7000000000000001,0.136
2004,1,1,16,30,444,33,82,4,11,1020,63.52,152.6,1,0.136
2004,1,1,17,30,0,0,0,2,9,1020,61.83,156.20000000000002,1.2000000000000002,0.136
2004,1,1,18,30,0,0,0,2,7,1020,70.73,160.8,1.3,0.136
2004,1,1,19,30,0,0,0,1,6,1020,74.93,166.3,1.3,0.136
2004,1,1,20,30,0,0,0,1,5,1020,80.14,172,1.3,0.136
2004,1,1,21,30,0,0,0,1,4,1020,84.93,178.10000000000002,1.3,0.136
2004,1,1,22,30,0,0,0,1,4,1020,84.84,182.4,1.3,0.136
2004,1,1,23,30,0,0,0,1,4,1020,85.06,188.60000000000002,1.4000000000000001,0.136
2004,1,2,0,30,0,0,0,1,3,1020,91.32000000000001,197.20000000000002,1.4000000000000001,0.136
2004,1,2,1,30,0,0,0,1,3,1020,90.96000000000001,207.70000000000002,1.4000000000000001,0.136
2004,1,2,2,30,0,0,0,1,3,1020,91.41,216.5,1.5,0.136
2004,1,2,3,30,0,0,0,1,3,1020,92.81,217.20000000000002,1.6,0.136
2004,1,2,4,30,0,0,0,2,3,1010,95.07000000000001,210.8,1.8,0.136
2004,1,2,5,30,0,0,0,2,3,1010,99.18,210.8,2,0.136
2004,1,2,6,30,0,0,0,2,3,1010,100,219.8,2.2,0.136
2004,1,2,7,30,0,0,0,3,5,1010,92.86,227.20000000000002,2.7,0.136
2004,1,2,8,30,0,21,21,4,7,1010,86.22,233.9,2.9000000000000004,0.136
2004,1,2,9,30,0,57,57,5,8,1020,84.35000000000001,232.10000000000002,2.7,0.136
2004,1,2,10,30,140,198,261,6,10,1010,78.64,224.4,2.5,0.136
2004,1,2,11,30,149,233,310,7,12,1010,74.25,221.5,2.5,0.136
2004,1,2,12,30,365,213,405,8,13,1010,67.88,223,2.8000000000000003,0.136
2004,1,2,13,30,691,127,465,8,14,1010,64.35,232.20000000000002,3,0.136
2004,1,2,14,30,588,124,360,8,14,1010,70.08,234.8,2.3000000000000003,0.136
2004,1,2,15,30,156,109,151,9,12,1010,87.15,226.9,1.9000000000000001,0.136
2004,1,2,16,30,26,40,42,9,10,1010,95.64,218.4,2.2,0.136
2004,1,2,17,30,0,0,0,8,10,1010,91.8,220.4,2.5,0.136
2004,1,2,18,30,0,0,0,8,9,1010,95.55,222.9,2.6,0.136
2004,1,2,19,30,0,0,0,7,8,1010,98.12,222.8,2.5,0.136
2004,1,2,20,30,0,0,0,7,7,1010,100,222.10000000000002,2.4000000000000004,0.136
2004,1,2,21,30,0,0,0,6,7,1010,96.46000000000001,223.70000000000002,2.5,0.136
2004,1,2,22,30,0,0,0,6,7,1010,93.56,226.60000000000002,2.6,0.136
2004,1,2,23,30,0,0,0,5,6,1010,98.09,226.8,2.7,0.136
2004,1,3,0,30,0,0,0,5,6,1010,96.27,227.5,2.6,0.136
2004,1,3,1,30,0,0,0,4,5,1010,100,230.10000000000002,2.5,0.136
2004,1,3,2,30,0,0,0,4,5,1010,99.4,235.10000000000002,2.5,0.136
2004,1,3,3,30,0,0,0,4,5,1010,98.06,238.20000000000002,2.5,0.136
2004,1,3,4,30,0,0,0,4,5,1010,97.60000000000001,235.4,2.5,0.136
