Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1114861,-,-,-,35.25,-77.98,-5,49,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo
2006,1,1,0,30,0,0,0,4,4,1000,100,276,1.3,0.132
2006,1,1,1,30,0,0,0,4,4,1000,100,288,1.3,0.132
2006,1,1,2,30,0,0,0,4,4,1000,100,299,1.4000000000000001,0.132
2006,1,1,3,30,0,0,0,4,4,1000,100,307.5,1.8,0.132
2006,1,1,4,30,0,0,0,2,3,1010,100,316.20000000000005,2,0.132
2006,1,1,5,30,0,0,0,2,2,1010,100,318.5,1.6,0.132
2006,1,1,6,30,0,0,0,2,2,1010,100,323,1.2000000000000002,0.132
2006,1,1,7,30,0,0,0,2,2,1010,100,325.3,1.3,0.132
2006,1,1,8,30,526,47,147,2,4,1010,92.43,327.3,1.4000000000000001,0.132
2006,1,1,9,30,513,97,271,3,6,1010,85.43,321.70000000000005,0.8,0.132
2006,1,1,10,30,880,67,462,4,9,1010,74.46000000000001,270.7,0.6000000000000001,0.132
2006,1,1,11,30,911,71,538,5,11,1010,67.07000000000001,234.4,0.8,0.132
2006,1,1,12,30,915,71,552,3,12,1010,57.11,280.7,1,0.132
2006,1,1,13,30,896,69,506,2,13,1010,50.410000000000004,311.3,1.2000000000000002,0.132
2006,1,1,14,30,445,136,314,2,12,1010,53.92,319.5,0.9,0.132
2006,1,1,15,30,749,52,256,4,11,1010,62.02,328,0.5,0.132
